t,heat_flux
0.0500000007451,6.9418183557e-07
2.54999876022,2.64114896709e-05
5.05000114441,5.11425751029e-05
7.55001068115,0.000110014843813
10.0500202179,0.000254844228039
12.5500297546,0.000627714092843
15.0500392914,0.00162339396775
17.5500183105,0.00435812212527
20.0499801636,0.0120500084013
22.5499420166,0.0340997651219
25.0499038696,0.0980548560619
27.5498657227,0.283544719219
30.0498275757,0.809429705143
32.5497894287,2.20623898506
35.0497512817,5.50016546249
37.5497131348,11.7838792801
40.0496749878,15.6655855179
42.5496368408,11.4370622635
45.0495986938,7.74303531647
47.5495605469,7.13640022278
50.0495223999,7.02783250809
52.5494842529,7.37245464325
55.049446106,7.51151609421
57.549407959,7.78561162949
60.049369812,8.09150695801
62.549331665,8.32473182678
65.049369812,8.49117088318
67.5495223999,8.88182544708
70.0496749878,9.31626415253
72.5498275757,9.61836051941
75.0499801636,9.50225162506
77.5501327515,9.16026496887
80.0502853394,9.42366600037
82.5504379272,9.68443489075
85.0505905151,10.0143508911
87.550743103,10.5215950012
90.0508956909,10.1693820953
92.5510482788,10.3725576401
95.0512008667,10.4439306259
97.5513534546,10.1743011475
100.051506042,10.0589199066
102.55165863,9.73905658722
105.051811218,9.89433670044
107.551963806,10.1753120422
110.052116394,10.041595459
112.552268982,10.2674837112
115.05242157,10.2321281433
117.552574158,10.7907314301
120.052726746,10.996301651
122.552879333,10.6476993561
125.053031921,10.782283783
127.553184509,11.1182518005
130.053329468,11.2752799988
132.553482056,11.1557502747
135.053634644,10.9901895523
137.553787231,10.6032428741
140.053939819,10.2531509399
142.554092407,10.1956138611
145.054244995,10.1906356812
147.554397583,10.208650589
150.004547119,10.208650589
