t,heat_flux
0.0399999991059,1.02865078588e-06
2.0399992466,4.55304107163e-05
4.03999757767,9.72778798314e-05
6.03999567032,0.000193892687093
8.03999423981,0.000393929687561
10.0399923325,0.000818962347694
12.0399904251,0.0017343335785
14.0399885178,0.00372524186969
16.0399875641,0.00808965601027
18.0400333405,0.0177219547331
20.0400791168,0.0390894263983
22.0401248932,0.0866250544786
24.0401706696,0.192322552204
26.0402164459,0.425881892443
28.0402622223,0.933818161488
30.0403079987,2.00486278534
32.0403518677,4.15174198151
34.040397644,8.15479755402
36.0404434204,14.8293380737
38.0404891968,23.1250572205
40.0405349731,26.271938324
42.0405807495,18.6649093628
44.0406265259,12.4593753815
46.0406723022,10.8373413086
48.0407180786,10.6038722992
50.040763855,10.5731086731
52.0408096313,10.5548238754
54.0408554077,10.5983581543
56.0409011841,10.174200058
58.0409469604,9.53289222717
60.0409927368,9.10231018066
62.0410385132,8.89558029175
64.0410842896,9.24816513062
66.0411300659,9.91884708405
68.0411758423,10.5529003143
70.0412216187,11.0260658264
72.041267395,11.4679203033
74.0413131714,11.8151473999
76.0413589478,11.9757652283
78.0414047241,12.4096918106
80.0414505005,12.4473772049
82.0414962769,12.0447788239
84.0415420532,11.5246009827
86.0415878296,11.1788330078
88.041633606,11.1441249847
90.0416793823,11.2419700623
92.0417251587,11.4785146713
94.0417709351,11.5309839249
96.0418167114,11.4659805298
98.0418624878,11.3745298386
100.041908264,11.5773630142
102.041954041,11.8380155563
104.041999817,11.5084934235
106.042045593,11.1422195435
108.04209137,11.0269517899
110.042137146,11.1353588104
112.042182922,11.0306720734
114.042228699,10.8561000824
116.042274475,10.4719791412
118.042320251,10.4536437988
120.042366028,10.6502380371
122.042411804,11.0055122375
124.042457581,10.895980835
126.042503357,10.7109737396
128.042541504,10.7507038116
130.042205811,10.5239658356
132.041870117,10.3449068069
134.041534424,10.2308559418
136.04119873,9.99554252625
138.040863037,10.2126655579
140.040527344,10.8194055557
142.04019165,11.5238876343
144.039855957,11.7944869995
146.039520264,11.1261138916
148.03918457,10.4247665405
150.038848877,10.2669115067
152.038513184,9.94818305969
154.03817749,10.0236501694
156.037841797,10.1697463989
158.037506104,10.227686882
160.03717041,10.1751537323
162.036834717,10.3689155579
164.036499023,10.7266921997
166.03616333,10.8934116364
168.035827637,10.9555778503
170.035491943,11.1640949249
172.03515625,11.4053440094
174.034820557,11.8004827499
176.034484863,11.8949718475
178.03414917,11.4279117584
180.033813477,10.7418851852
182.033477783,10.2733058929
184.03314209,10.5434598923
186.032806396,10.3957090378
188.032470703,10.498131752
190.03213501,10.7478809357
192.031799316,10.6425189972
194.031463623,10.3798141479
196.03112793,10.3709049225
198.030792236,10.286400795
200.030456543,10.2356863022
202.03012085,10.5780744553
204.029785156,10.422205925
206.029449463,10.3383102417
208.02911377,10.3324508667
210.028778076,10.6022567749
212.028442383,11.0165834427
214.028106689,11.5004281998
216.027770996,11.6604814529
218.027435303,11.5860385895
220.027099609,11.3003444672
222.026763916,11.4834194183
224.026428223,11.8290901184
226.026092529,12.3349876404
228.025756836,12.4982299805
230.025421143,12.6338558197
232.025085449,12.4391946793
234.024749756,12.1794204712
236.024414062,12.1419067383
238.024078369,12.2548799515
240.023742676,12.4642162323
242.023406982,12.4492111206
244.023071289,11.695895195
246.022735596,11.3184747696
248.022399902,11.2026119232
250.022064209,11.0408525467
252.021728516,11.1431074142
254.021392822,10.9835577011
256.021057129,10.500626564
258.021484375,10.5923538208
260.021911621,10.62104702
262.022338867,10.7005386353
264.022766113,10.8273954391
266.023193359,11.0400505066
268.023620605,10.9344396591
270.024047852,10.7039527893
272.024475098,10.8798446655
274.024902344,11.4631271362
276.02532959,11.7150974274
278.025756836,11.3141937256
280.026184082,10.9540214539
282.026611328,10.7917671204
284.027038574,10.6748905182
286.02746582,10.2941226959
288.027893066,10.1560783386
290.028320312,10.2894420624
292.028747559,10.487121582
294.029174805,10.437204361
296.029602051,10.8775205612
298.030029297,11.339723587
300.030456543,11.4128341675
302.030883789,11.4302577972
304.031311035,11.9853239059
306.031738281,11.9325084686
308.032165527,11.7456035614
310.032592773,11.3957023621
312.03302002,11.6201982498
314.033447266,12.0372247696
316.033874512,12.4176244736
318.034301758,12.678527832
320.034729004,12.7289886475
322.03515625,13.0621261597
324.035583496,13.0150632858
326.036010742,12.6359272003
328.036437988,12.4232463837
330.036865234,12.3716173172
332.03729248,11.8265981674
334.037719727,11.6954660416
336.038146973,12.0888175964
338.038574219,12.4194488525
340.039001465,12.2364807129
342.039428711,11.6886043549
344.039855957,11.5193948746
346.040283203,11.3836307526
348.040710449,11.4412565231
350.041137695,11.7908220291
352.041564941,11.8851652145
354.041992188,11.8407497406
356.042419434,12.1905975342
358.04284668,12.5861053467
360.043273926,12.487203598
362.043701172,11.9282751083
364.044128418,11.9263820648
366.044555664,11.7620258331
368.04498291,11.2986011505
370.045410156,10.8670215607
372.045837402,11.0015144348
374.046264648,11.3641891479
376.046691895,11.6249313354
378.047119141,11.5899505615
380.047546387,11.9210338593
382.047973633,12.456287384
384.048400879,12.2412261963
386.048828125,11.7761821747
388.049255371,11.7802505493
390.049682617,11.8480739594
392.050109863,11.9977779388
394.050537109,11.9075622559
396.050964355,11.9796581268
398.051391602,12.1319961548
400.011810303,12.1319961548
