ky,gamma,omega
0.1,0.0287541446980892,0.056266792626718
0.2,0.0748193971865008,0.1211373657942182
0.3,0.1273756376815107,0.197718949911624
0.4,0.1690431586228716,0.2841414084877657
0.5,0.1942139717118766,0.3756748706864154
