ky,gamma,omega
0.1,0.6364482773919466,0.16915639957414255
0.2,0.7108924200467392,0.12170279576188535
0.3,0.7343423908656878,0.10761982176689008
0.4,0.7455450386391697,0.10057445601545728
0.5,0.7523814194018819,0.09645528075095357
