t,heat_flux
0.0500000007451,6.94215714248e-07
2.54999876022,2.64125610556e-05
5.05000114441,5.11436301167e-05
7.55001068115,0.000110014916572
10.0500202179,0.000254839367699
12.5500297546,0.000627690111287
15.0500392914,0.00162330083549
17.5500183105,0.00435778871179
20.0499801636,0.0120488544926
22.5499420166,0.0340958461165
25.0499038696,0.0980417355895
27.5498657227,0.283501803875
30.0498275757,0.809296488762
32.5497894287,2.20586538315
35.0497512817,5.49925899506
37.5497131348,11.7822914124
40.0496749878,15.6651973724
42.5496368408,11.4369258881
45.0495986938,7.7424697876
47.5495605469,7.13615894318
50.0495223999,7.02642154694
52.5494842529,7.37074947357
55.049446106,7.51027488708
57.549407959,7.78565454483
60.049369812,8.09026908875
62.549331665,8.32280445099
65.049369812,8.48971366882
67.5495223999,8.87034225464
70.0496749878,9.30381011963
72.5498275757,9.59735679626
75.0499801636,9.48582267761
77.5501327515,9.18302154541
80.0502853394,9.45826435089
82.5504379272,9.68420600891
85.0505905151,10.0168247223
87.550743103,10.576628685
90.0508956909,10.2569198608
92.5510482788,10.3152370453
95.0512008667,10.4540996552
97.5513534546,10.1383295059
100.051506042,9.96619606018
102.55165863,9.52419471741
105.051811218,9.77453613281
107.551963806,10.0730209351
110.052116394,10.3338527679
112.552268982,10.4503927231
115.05242157,10.4866437912
117.552574158,10.5454711914
120.052726746,10.6018562317
122.552879333,10.9789152145
125.053031921,10.9836673737
127.553184509,10.7314891815
130.053329468,10.9583654404
132.553482056,11.066778183
135.053634644,10.6076860428
137.553787231,10.4163188934
140.053939819,10.3811244965
142.554092407,10.758562088
145.054244995,10.9404087067
147.554397583,10.6444711685
150.004547119,10.6444711685
