ky,mode_ky,gamma,omega,kperp_eff2,heat_flux_weight_total,particle_flux_weight_total,amplitude2,saturated_heat_flux_total,saturated_particle_flux_total
4.761904761904761640e-02,4.761904761904761640e-02,-1.391128322439586819e-02,-5.419796642623399968e-02,3.473001850124766889e-03,1.735678922774778685e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.523809523809523281e-02,9.523809523809523281e-02,-1.627138346908538896e-02,-1.033640848170729043e-01,1.376883347240363993e-02,6.757446852658832714e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.428571428571428492e-01,1.428571428571428492e-01,-2.047137122335265444e-02,-1.434056612422872357e-01,3.054480672286159423e-02,1.457436570253116126e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.904761904761904656e-01,1.904761904761904656e-01,-2.869399813125905752e-02,-1.716334818773451731e-01,5.329722352993393475e-02,2.453742948760814224e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.380952380952380820e-01,2.380952380952380543e-01,-3.559558915639112614e-02,-1.873424439267141195e-01,8.141307713252848854e-02,3.598369996967458739e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.857142857142856984e-01,2.857142857142856984e-01,-4.291184102707901182e-02,-1.911085422329573125e-01,1.141987258390446125e-01,4.833200305908200711e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
