objective,parameter,implicit,finite_difference,abs_error,rel_error,passed
gamma,Rcos_mid_surface_m2,-3735.8676485995747,-3736.174630960043,0.3069823604682824,8.216488542169684e-05,True
omega,Rcos_mid_surface_m2,3246.5879503975443,3246.5477497542474,0.040200643296884664,1.2382581867131852e-05,True
kperp_eff2,Rcos_mid_surface_m2,105.25095694088544,105.25338318202044,0.0024262411349980084,2.305143133311142e-05,True
linear_heat_flux_weight,Rcos_mid_surface_m2,7517.6218272438,7516.127214785784,1.494612458015581,0.0001988540661040659,True
mixing_length_heat_flux_proxy,Rcos_mid_surface_m2,-72362.4154279116,-72377.8734652063,15.458037294694805,0.00021357407387944102,True
