label,sweep,closure_source,source_path,kx_target,kx_selected,kx_index,analysis_tmax,raw_tmax,n_samples_used,Nl,Nm,initial_level,mean_abs_error,max_abs_error,tail_mean,tail_std,tail_abs_max,reference_tail_std,tail_std_ratio,hermite_tail_at_tmax,laguerre_tail_at_tmax,free_energy_at_tmax_over_initial
Nl16 Nm64 mixedLM dt0.05,moment_resolution,mixed_lm,tools_out/zonal_response/closure_sweep_manifest/const_nuhlm_0p01/w7x_test4_kx070.out.nc,0.07,0.07000000774860382,2,100.0,100.00150299072266,500,16,64,2.820908093781327e-07,0.27533040750757953,0.5744243381649451,0.22086892983055667,0.11620449365798718,0.4270681824868204,0.027421846229360322,4.237661194874913,0.00015602049252875098,0.017101804664593937,0.4360469125448401
Nl24 Nm96 mixedLM dt0.025,moment_resolution,mixed_lm,tools_out/zonal_response/closure_sweep_manifest/const_nuhlm_0p01_nl24_nm96_dt0025_t100/w7x_test4_kx070.out.nc,0.07,0.07000000774860382,2,100.0,100.00379943847656,1000,24,96,2.820906104261667e-07,0.2768222683690581,0.5746983587665984,0.2073673388592779,0.11265185061923863,0.41789074174062923,0.02740699015011635,4.11033280204103,1.2347881778555376e-05,0.008188658227352008,1.0330669912884267
