model,kx,t_nu,response,response_imag,p_max,j_max
coulomb,0.05,2.0496757396610574,-7.644491191974938e-05,1.3331763676895968e-15,24,10
coulomb,0.05,2.099667830872303,-1.449576290804076e-05,6.266237214136782e-16,24,10
coulomb,0.05,2.1496599220835484,6.20445285959207e-05,-6.812986426764817e-16,24,10
coulomb,0.05,2.1996520132947937,8.231036069997286e-05,-1.3634655706381057e-15,24,10
coulomb,0.05,2.249644104506039,3.054267989925918e-05,-7.88893581827888e-16,24,10
coulomb,0.05,2.299636195717284,-4.232410664918248e-05,4.935319821278967e-16,24,10
coulomb,0.05,2.3496282869285294,-6.86559094010314e-05,1.280307390153511e-15,24,10
coulomb,0.05,2.3996203781397747,-2.682917410381068e-05,8.448023587796e-16,24,10
coulomb,0.05,2.44961246935102,4.133764286894176e-05,-3.9079387364776494e-16,24,10
coulomb,0.05,2.499604560562265,7.206830946154247e-05,-1.2640246984815977e-15,24,10
coulomb,0.05,2.549596651773511,3.90861328019116e-05,-9.66800155176251e-16,24,10
coulomb,0.05,2.599588742984756,-2.425924893093635e-05,2.0667424580248127e-16,24,10
coulomb,0.05,2.6495808341960014,-5.8533876942536535e-05,1.151030027172034e-15,24,10
coulomb,0.05,2.6995729254072467,-3.391682715587549e-05,9.919202622227534e-16,24,10
coulomb,0.05,2.7495650166184924,2.4024260653642488e-05,-1.0366502225914032e-16,24,10
coulomb,0.05,2.7995571078297377,6.0538997720692504e-05,-1.1000893573635e-15,24,10
coulomb,0.05,2.849549199040983,4.3261084736391926e-05,-1.0726265408189884e-15,24,10
coulomb,0.05,2.8995412902522277,-9.3225402198941e-06,-6.587220548022145e-17,24,10
coulomb,0.05,2.949533381463473,-4.736286718657981e-05,9.661606469554353e-16,24,10
coulomb,0.05,2.9995254726747187,-3.683579851822477e-05,1.064686773263143e-15,24,10
coulomb,0.05,3.049517563885964,1.0138704042998333e-05,1.5745828148552558e-16,24,10
coulomb,0.05,3.099509655097209,4.87160385877986e-05,-8.922570752470568e-16,24,10
coulomb,0.05,3.1495017463084545,4.399576793121413e-05,-1.1067660953974129e-15,24,10
coulomb,0.05,3.1994938375196997,2.440346198927713e-06,-3.050402497959334e-16,24,10
coulomb,0.05,3.249485928730945,-3.611982517154922e-05,7.469159144006369e-16,24,10
coulomb,0.05,3.2994780199421903,-3.6592440564193855e-05,1.0678524836300702e-15,24,10
coulomb,0.05,3.3494701111534355,-4.775429309087952e-07,3.7700680935517397e-16,24,10
coulomb,0.05,3.3994622023646808,3.733813630246937e-05,-6.612694724766768e-16,24,10
coulomb,0.05,3.4494542935759265,4.215635668474708e-05,-1.0762554950764121e-15,24,10
coulomb,0.05,3.4994463847871717,1.1192005693609508e-05,-4.980743650523928e-16,24,10
coulomb,0.05,3.549438475998417,-2.5472228976111695e-05,5.134552938888102e-16,24,10
coulomb,0.05,3.5994305672096623,-3.403689985215291e-05,1.0105963690472376e-15,24,10
coulomb,0.05,3.649422658420907,-8.08318690527843e-06,5.457953443415855e-16,24,10
coulomb,0.05,3.6994147496321528,2.6917372404362095e-05,-4.260067083058665e-16,24,10
coulomb,0.05,3.749406840843398,3.848379283108494e-05,-9.919213255634308e-16,24,10
coulomb,0.05,3.7993989320546433,1.7182659416597663e-05,-6.382926325835108e-16,24,10
coulomb,0.05,3.849391023265889,-1.5886468588205605e-05,2.8353937060362215e-16,24,10
coulomb,0.05,3.8993831144771343,-2.9905583103176308e-05,9.053533178933152e-16,24,10
coulomb,0.05,3.949375205688379,-1.3010129138330367e-05,6.597113884574269e-16,24,10
coulomb,0.05,3.999367296899625,1.7799392226174062e-05,-2.02470291417902e-16,24,10
coulomb,0.05,4.04935938811087,3.363982866667494e-05,-8.668017554286665e-16,24,10
coulomb,0.05,4.099351479322115,2.0752801764685605e-05,-7.239752487700189e-16,24,10
coulomb,0.05,4.149343570533361,-7.660901764858552e-06,7.160934326607083e-17,24,10
coulomb,0.05,4.199335661744606,-2.4852558162904383e-05,7.65892640373214e-16,24,10
coulomb,0.05,4.2493277529558515,-1.5664398037980036e-05,7.197059628334796e-16,24,10
coulomb,0.05,4.299319844167097,1.0181234792280758e-05,-3.1280116105101013e-18,24,10
coulomb,0.05,4.349311935378342,2.8208969033063845e-05,-7.147925302608395e-16,24,10
coulomb,0.05,4.399304026589587,2.230861046128692e-05,-7.57732961061257e-16,24,10
coulomb,0.05,4.449296117800833,-9.441567972990154e-07,-1.1172024851206646e-16,24,10
coulomb,0.05,4.499288209012078,-1.942806226891342e-05,6.060399994050506e-16,24,10
coulomb,0.05,4.549280300223323,-1.648177378845681e-05,7.301238071673979e-16,24,10
coulomb,0.05,4.599272391434568,4.128119359136295e-06,1.6363042776525232e-16,24,10
coulomb,0.05,4.649264482645814,2.2667014725036025e-05,-5.49362246818178e-16,24,10
coulomb,0.05,4.699256573857059,2.2275310284429077e-05,-7.457090736033535e-16,24,10
coulomb,0.05,4.749248665068304,4.245680297053807e-06,-2.596938967686855e-16,24,10
coulomb,0.05,4.799240756279549,-1.4061606373000988e-05,4.387964376251798e-16,24,10
coulomb,0.05,4.849232847490795,-1.589568857460093e-05,6.983343636991041e-16,24,10
coulomb,0.05,4.89922493870204,-4.048738951287831e-07,2.928148239176844e-16,24,10
coulomb,0.05,4.949217029913285,1.737616573610091e-05,-3.826093317681365e-16,24,10
coulomb,0.05,4.99920912112453,2.106726634027497e-05,-6.959062277437189e-16,24,10
coulomb,0.05,5.049201212335777,7.989253670415537e-06,-3.692301618161241e-16,24,10
coulomb,0.05,5.099193303547022,-9.068378304371158e-06,2.75558235745343e-16,24,10
coulomb,0.05,5.149185394758267,-1.4313526379428757e-05,6.332437470659148e-16,24,10
coulomb,0.05,5.199177485969512,-3.542800868163248e-06,3.8293250502960643e-16,24,10
coulomb,0.05,5.249169577180758,1.2592149552701145e-05,-2.2485942155380076e-16,24,10
coulomb,0.05,5.299161668392003,1.9065493007110035e-05,-6.176893759292356e-16,24,10
coulomb,0.05,5.349153759603248,1.0434782467577226e-05,-4.4014971792861605e-16,24,10
coulomb,0.05,5.399145850814493,-4.65989821809507e-06,1.253770765259333e-16,24,10
coulomb,0.05,5.4491379420257395,-1.2097587861607354e-05,5.444475844347623e-16,24,10
coulomb,0.05,5.499130033236985,-5.46210607791278e-06,4.353122337710982e-16,24,10
coulomb,0.05,5.54912212444823,8.47424605954168e-06,-8.38673033985824e-17,24,10
coulomb,0.05,5.599114215659475,1.6600388677074572e-05,-5.206146543802248e-16,24,10
coulomb,0.05,5.649106306870721,1.1771235296380215e-05,-4.749327652568668e-16,24,10
coulomb,0.05,5.699098398081966,-9.556980324301344e-07,-5.143103819208694e-18,24,10
coulomb,0.05,5.749090489293211,-9.552523526049908e-06,4.4130361916669593e-16,24,10
coulomb,0.05,5.7990825805044555,-6.366924275678694e-06,4.535585526453461e-16,24,10
coulomb,0.05,5.849074671715701,5.0980835813847884e-06,3.506132412120341e-17,24,10
coulomb,0.05,5.899066762926946,1.3943035112184782e-05,-4.137245320473322e-16,24,10
coulomb,0.05,5.949058854138192,1.2207185401917856e-05,-4.78076007743996e-16,24,10
coulomb,0.05,5.999050945349437,2.001687864824365e-06,-1.1191333356014196e-16,24,10
coulomb,0.05,6.049043036560683,-6.922370416069205e-06,3.324718539208013e-16,24,10
coulomb,0.05,6.099035127771928,-6.471071667600182e-06,4.4278481674800886e-16,24,10
coulomb,0.05,6.149027218983173,2.4732774969638746e-06,1.2896506962660403e-16,24,10
coulomb,0.05,6.199019310194418,1.1305820424065968e-05,-3.050522937524473e-16,24,10
coulomb,0.05,6.249011401405664,1.1952503632359809e-05,-4.551586803939756e-16,24,10
coulomb,0.05,6.299003492616909,4.226900323663742e-06,-1.9300348351760566e-16,24,10
coulomb,0.05,6.348995583828154,-4.392099710732724e-06,2.2535188808097763e-16,24,10
coulomb,0.05,6.3989876750393995,-5.980802992826049e-06,4.0897236521104833e-16,24,10
coulomb,0.05,6.448979766250645,5.611293600017179e-07,1.9699536244160644e-16,24,10
coulomb,0.05,6.49897185746189,8.8439097953329e-06,-2.0127976034755164e-16,24,10
coulomb,0.05,6.548963948673135,1.1204040502927368e-05,-4.123871354211145e-16,24,10
coulomb,0.05,6.5989560398843805,5.775839458220555e-06,-2.4856671652177167e-16,24,10
coulomb,0.05,6.648948131095626,-2.0913292894776877e-06,1.2584377927216123e-16,24,10
coulomb,0.05,6.698940222306871,-5.08403966294512e-06,3.584531500250672e-16,24,10
coulomb,0.05,6.748932313518116,-7.105334293308172e-07,2.4013767122001093e-16,24,10
coulomb,0.05,6.7989244047293615,6.660556492242328e-06,-1.0748833128687983e-16,24,10
coulomb,0.05,6.848916495940607,1.0136988804549956e-05,-3.5605030631890747e-16,24,10
coulomb,0.05,6.898908587151853,6.731491502749538e-06,-2.802756862766071e-16,24,10
coulomb,0.05,6.948900678363098,-1.0106857891687308e-07,3.8239095401847104e-17,24,10
coulomb,0.05,6.9988927695743435,-3.9439908851155486e-06,2.973506396485024e-16,24,10
coulomb,0.05,7.048884860785589,-1.4341253632996675e-06,2.6067494951878563e-16,24,10
coulomb,0.05,7.098876951996834,4.8147660959531115e-06,-2.7185522028536466e-17,24,10
coulomb,0.05,7.148869043208079,8.899958883785522e-06,-2.9202286444881883e-16,24,10
coulomb,0.05,7.1988611344193245,7.1914331965879374e-06,-2.909257187609032e-16,24,10
coulomb,0.05,7.24885322563057,1.5381537713555396e-06,-3.475448974478299e-17,24,10
coulomb,0.05,7.298845316841815,-2.6957082050715716e-06,2.3126375515672443e-16,24,10
coulomb,0.05,7.34883740805306,-1.7111551692360523e-06,2.6187379871737583e-16,24,10
coulomb,0.05,7.3988294992643056,3.3295857474343754e-06,3.765407191361897e-17,24,10
coulomb,0.05,7.448821590475551,7.612907325733517e-06,-2.2556471772347956e-16,24,10
coulomb,0.05,7.498813681686796,7.257633454250829e-06,-2.8410336643689614e-16,24,10
coulomb,0.05,7.548805772898041,2.817826662297906e-06,-9.177983706673522e-17,24,10
coulomb,0.05,7.598797864109287,-1.4449438866871289e-06,1.6500303038741232e-16,24,10
coulomb,0.05,7.648789955320532,-1.6432800674127416e-06,2.4749888084148856e-16,24,10
coulomb,0.05,7.698782046531777,2.199893955423016e-06,8.6359007563657e-17,24,10
coulomb,0.05,7.748774137743022,6.366946387179172e-06,-1.6096017159847684e-16,24,10
coulomb,0.05,7.7987662289542685,7.029244300552001e-06,-2.636830616096989e-16,24,10
coulomb,0.05,7.848758320165514,3.7539177672945938e-06,-1.32808200176567e-16,24,10
coulomb,0.05,7.898750411376759,-2.695623475879246e-07,1.0236666219888423e-16,24,10
coulomb,0.05,7.948742502588004,-1.3264620565138135e-06,2.2151065302669739e-16,24,10
coulomb,0.05,7.99873459379925,1.4001663231309444e-06,1.1941604793503332e-16,24,10
coulomb,0.05,8.048726685010495,5.22669475623666e-06,-1.0156783309842887e-16,24,10
coulomb,0.05,8.09871877622174,6.597325907453236e-06,-2.336374064829197e-16,24,10
coulomb,0.05,8.148710867432985,4.379219640505677e-06,-1.587439525951851e-16,24,10
coulomb,0.05,8.19870295864423,7.777447588734143e-07,4.6249678303523434e-17,24,10
coulomb,0.05,8.248695049855476,-8.465329557554014e-07,1.877824189079408e-16,24,10
coulomb,0.05,8.298687141066722,8.915108671839296e-07,1.381028117409394e-16,24,10
coulomb,0.05,8.348679232277966,4.2333194780615966e-06,-4.973134664223237e-17,24,10
coulomb,0.05,8.398671323489213,6.041334201538536e-06,-1.9765624414672703e-16,24,10
coulomb,0.05,8.448663414700457,4.73684496912812e-06,-1.712093408807987e-16,24,10
coulomb,0.05,8.498655505911703,1.6660803713530826e-06,-1.4979808691465272e-18,24,10
coulomb,0.05,8.548647597122947,-2.765599165058877e-07,1.4983719373926752e-16,24,10
coulomb,0.05,8.598639688334194,6.275257147024309e-07,1.4432045491891046e-16,24,10
coulomb,0.05,8.648631779545438,3.4081343459816604e-06,-6.877417944179865e-18,24,10
coulomb,0.05,8.698623870756684,5.427359114015833e-06,-1.5906056436276818e-16,24,10
coulomb,0.05,8.748615961967928,4.874917156661801e-06,-1.7228993137593464e-16,24,10
coulomb,0.05,8.798608053179175,2.38244597854984e-06,-3.987304470456749e-17,24,10
coulomb,0.05,8.848600144390419,3.2422133075710434e-07,1.1071106396971884e-16,24,10
coulomb,0.05,8.898592235601665,5.591291215306767e-07,1.4029467916738303e-16,24,10
coulomb,0.05,8.94858432681291,2.7565183457661868e-06,2.6412513164106807e-17,24,10
coulomb,0.05,8.998576418024156,4.80759128959869e-06,-1.2060079036960765e-16,24,10
coulomb,0.05,9.0485685092354,4.8423558137492465e-06,-1.6432402062173315e-16,24,10
coulomb,0.05,9.098560600446646,2.9278368095501807e-06,-6.865998085098351e-17,24,10
coulomb,0.05,9.148552691657892,9.102905440633804e-07,7.291646720151933e-17,24,10
coulomb,0.05,9.198544782869137,6.382148924378283e-07,1.2841635714704636e-16,24,10
coulomb,0.05,9.248536874080385,2.271883213716615e-06,5.023023043660137e-17,24,10
coulomb,0.05,9.298528965291627,4.220861228127096e-06,-8.448892781945841e-17,24,10
coulomb,0.05,9.348521056502872,4.685580957774094e-06,-1.496895738980792e-16,24,10
coulomb,0.05,9.398513147714118,3.313412279717352e-06,-8.823505381331273e-17,24,10
coulomb,0.05,9.448505238925364,1.449078644769465e-06,3.831022776464783e-17,24,10
coulomb,0.05,9.498497330136608,8.204049827376383e-07,1.1103178810449132e-16,24,10
coulomb,0.05,9.548489421347854,1.939179011905289e-06,6.522103018705836e-17,24,10
coulomb,0.05,9.5984815125591,3.6937247013530993e-06,-5.2290575990552716e-17,24,10
coulomb,0.05,9.648473603770343,4.446362025618783e-06,-1.3066383390699194e-16,24,10
coulomb,0.05,9.69846569498159,3.5571783729887453e-06,-9.9471043052363e-17,24,10
coulomb,0.05,9.748457786192835,1.9195307960206315e-06,8.196292393820006e-18,24,10
coulomb,0.05,9.79844987740408,1.0667463543550691e-06,9.030583029573414e-17,24,10
coulomb,0.05,9.848441968615326,1.738036625595353e-06,7.241532052533772e-17,24,10
coulomb,0.05,9.89843405982657,3.242089101017209e-06,-2.502272925099162e-17,24,10
coulomb,0.05,9.948426151037816,4.160511004061661e-06,-1.0928822629414225e-16,24,10
coulomb,0.05,9.99841824224906,3.6810797546732432e-06,-1.0351266923878816e-16,24,10
coulomb,0.05,10.048410333460309,2.3103255198588783e-06,-1.666437689818054e-17,24,10
coulomb,0.05,10.098402424671551,1.3446512517656997e-06,6.814805102248728e-17,24,10
coulomb,0.05,10.1483945158828,1.6454440457405522e-06,7.306579621111071e-17,24,10
coulomb,0.05,10.198386607094044,2.8730593133136967e-06,-3.2033909253708333e-18,24,10
coulomb,0.05,10.248378698305286,3.85723863965256e-06,-8.731372306076804e-17,24,10
coulomb,0.05,10.298370789516534,3.7086101606353166e-06,-1.0169517429670775e-16,24,10
coulomb,0.05,10.348362880727777,2.618017689306119e-06,-3.600493236952723e-17,24,10
coulomb,0.05,10.398354971939025,1.6282097260572737e-06,4.6129637594535804e-17,24,10
coulomb,0.05,10.448347063150267,1.6378332979269624e-06,6.856134789936619e-17,24,10
coulomb,0.05,10.498339154361515,2.5868322857265294e-06,1.3102061138084679e-17,24,10
coulomb,0.05,10.54833124557276,3.5591221107127633e-06,-6.613797068819545e-17,24,10
coulomb,0.05,10.598323336784006,3.662951101266359e-06,-9.541893002522824e-17,24,10
coulomb,0.05,10.64831542799525,2.8451603803244383e-06,-4.9913731902289337e-17,24,10
coulomb,0.05,10.698307519206496,1.898031786221042e-06,2.548884058893097e-17,24,10
coulomb,0.05,10.74829961041774,1.692673892169678e-06,6.027582267318399e-17,24,10
coulomb,0.05,10.798291701628989,2.378482605352782e-06,2.4148042066121932e-17,24,10
coulomb,0.05,10.848283792840231,3.282468706447636e-06,-4.6815452820683656e-17,24,10
coulomb,0.05,10.89827588405148,3.565662195177847e-06,-8.60258983896149e-17,24,10
coulomb,0.05,10.948267975262722,2.998571358520705e-06,-5.880453744272046e-17,24,10
coulomb,0.05,10.99826006647397,2.140686217550948e-06,7.083964684640415e-18,24,10
coulomb,0.05,11.048252157685214,1.7895692466096524e-06,4.9510826572328506e-17,24,10
coulomb,0.05,11.09824424889646,2.2396362533192393e-06,3.045851648014088e-17,24,10
coulomb,0.05,11.148236340107704,3.0379793511761555e-06,-3.005381611655202e-17,24,10
coulomb,0.05,11.19822843131895,3.4357760581875246e-06,-7.475931662524179e-17,24,10
coulomb,0.05,11.248220522530197,3.087784533976718e-06,-6.327968345641433e-17,24,10
coulomb,0.05,11.29821261374144,2.347954905873244e-06,-8.511265968974005e-18,24,10
coulomb,0.05,11.348204704952686,1.9109445405615773e-06,3.7430064450252584e-17,24,10
coulomb,0.05,11.398196796163932,2.1598928643088987e-06,3.270445071263003e-17,24,10
coulomb,0.05,11.448188887375176,2.831570129512894e-06,-1.626392233312247e-17,24,10
coulomb,0.05,11.498180978586422,3.289296073221431e-06,-6.26892074650069e-17,24,10
coulomb,0.05,11.548173069797668,3.1237520449430303e-06,-6.406889099877963e-17,24,10
coulomb,0.05,11.598165161008913,2.5159666486991536e-06,-2.1037714607755938e-17,24,10
coulomb,0.05,11.648157252220155,2.042374277668059e-06,2.5019639343662825e-17,24,10
coulomb,0.05,11.6981493434314,2.1279867508641746e-06,3.1663748824722997e-17,24,10
coulomb,0.05,11.748141434642648,2.6652753181749853e-06,-5.579021488784609e-18,24,10
coulomb,0.05,11.798133525853892,3.1390266324531745e-06,-5.069922912601702e-17,24,10
coulomb,0.05,11.848125617065138,3.1177967702880738e-06,-6.196248996702588e-17,24,10
coulomb,0.05,11.898117708276384,2.6442778288834345e-06,-3.0468452935550376e-17,24,10
coulomb,0.05,11.948109799487629,2.172636614668146e-06,1.3052646686609861e-17,24,10
coulomb,0.05,11.998101890698877,2.1327098070403324e-06,2.811679877168592e-17,24,10
coulomb,0.05,12.04809398191012,2.538142817519191e-06,2.068230304173697e-18,24,10
coulomb,0.05,12.098086073121364,2.9946306607639974e-06,-3.947306515120735e-17,24,10
coulomb,0.05,12.148078164332611,3.080827057187761e-06,-5.774038026047079e-17,24,10
coulomb,0.05,12.198070255543856,2.734996346602796e-06,-3.696675208471096e-17,24,10
coulomb,0.05,12.248062346755102,2.2935472328693658e-06,2.1142553960132747e-18,24,10
coulomb,0.05,12.298054437966346,2.163580946360839e-06,2.2828419961530317e-17,24,10
coulomb,0.05,12.348046529177592,2.4470876872174577e-06,6.9166345447092595e-18,24,10
coulomb,0.05,12.398038620388837,2.8628668578673373e-06,-2.949044252343147e-17,24,10
coulomb,0.05,12.448030711600085,3.022771726236222e-06,-5.212750601818433e-17,24,10
coulomb,0.05,12.498022802811327,2.791980718218543e-06,-4.0824251976835504e-17,24,10
coulomb,0.05,12.548014894022574,2.399663734280787e-06,-7.412107466284747e-18,24,10
coulomb,0.05,12.598006985233818,2.211292965295118e-06,1.6485464374979614e-17,24,10
coulomb,0.05,12.647999076445064,2.3876390882681767e-06,9.31057106017309e-18,24,10
coulomb,0.05,12.697991167656308,2.7479442547410604e-06,-2.1054579805857168e-17,24,10
coulomb,0.05,12.747983258867556,2.952234322223e-06,-4.577519315774927e-17,24,10
coulomb,0.05,12.7979753500788,2.820141040440156e-06,-4.242333186857463e-17,24,10
coulomb,0.05,12.847967441290043,2.4878928661012506e-06,-1.529052363063312e-17,24,10
coulomb,0.05,12.89795953250129,2.267971720476052e-06,9.689030178653864e-18,24,10
coulomb,0.05,12.947951623712536,2.3545792397242467e-06,9.657504464353089e-18,24,10
coulomb,0.05,12.99794371492378,2.6519382972313496e-06,-1.431321542376843e-17,24,10
coulomb,0.05,13.047935806135026,2.8763182635063925e-06,-3.9224907865514137e-17,24,10
coulomb,0.05,13.09792789734627,2.8248595273388103e-06,-4.2195559415102026e-17,24,10
coulomb,0.05,13.147919988557517,2.557056968214665e-06,-2.1457172519707593e-17,24,10
coulomb,0.05,13.19791207976876,2.3272811859734297e-06,2.9252354436249036e-18,24,10
coulomb,0.05,13.247904170980007,2.3424619304114253e-06,8.398023081959117e-18,24,10
coulomb,0.05,13.297896262191252,2.5752248196846418e-06,-9.277191065432915e-18,24,10
coulomb,0.05,13.347888353402498,2.8005861684817302e-06,-3.2910456535131105e-17,24,10
coulomb,0.05,13.397880444613742,2.8115386981001355e-06,-4.057812182648033e-17,24,10
coulomb,0.05,13.447872535824988,2.607461971814898e-06,-2.5949745212655207e-17,24,10
coulomb,0.05,13.497864627036233,2.3844025578054507e-06,-3.425278143881485e-18,24,10
coulomb,0.05,13.54785671824748,2.3460042925069102e-06,5.962693653774264e-18,24,10
coulomb,0.05,13.597848809458725,2.516907936174836e-06,-5.856389209436259e-18,24,10
coulomb,0.05,13.64784090066997,2.7291270121387817e-06,-2.7149145804671857e-17,24,10
coulomb,0.05,13.697832991881214,2.7852631357732933e-06,-3.7991649413932505e-17,24,10
coulomb,0.05,13.74782508309246,2.640487055856481e-06,-2.8904648600473277e-17,24,10
coulomb,0.05,13.797817174303706,2.435930302023109e-06,-9.104993155004992e-18,24,10
coulomb,0.05,13.84780926551495,2.3603658027452735e-06,2.7566003034928262e-18,24,10
coulomb,0.05,13.897801356726196,2.475208813830926e-06,-3.883921320434491e-18,24,10
coulomb,0.05,13.94779344793744,2.6646960575864844e-06,-2.2157680761205785e-17,24,10
coulomb,0.05,13.997785539148689,2.7505736492664605e-06,-3.4817300257031126e-17,24,10
coulomb,0.05,14.047777630359931,2.658215676878402e-06,-3.0510819239519576e-17,24,10
coulomb,0.05,14.097769721571176,2.4797061502753656e-06,-1.3943436971280334e-17,24,10
coulomb,0.05,14.147761812782422,2.3813285765257837e-06,-8.650690776737421e-19,24,10
coulomb,0.05,14.197753903993668,2.4478080670390845e-06,-3.1484106081986946e-18,24,10
coulomb,0.05,14.247745995204912,2.6088973205191128e-06,-1.805561800626701e-17,24,10
coulomb,0.05,14.29773808641616,2.711332912803708e-06,-3.138516677627493e-17,24,10
coulomb,0.05,14.347730177627405,2.663122680057302e-06,-3.0996067064888216e-17,24,10
coulomb,0.05,14.397722268838647,2.514621415324598e-06,-1.786229246835311e-17,24,10
coulomb,0.05,14.447714360049892,2.405390829012308e-06,-4.606259233114169e-18,24,10
coulomb,0.05,14.49770645126114,2.432130570354687e-06,-3.418106371648377e-18,24,10
coulomb,0.05,14.547698542472384,2.562388867680495e-06,-1.4883944054864208e-17,24,10
coulomb,0.05,14.59769063368363,2.6706678075312103e-06,-2.79574635068585e-17,24,10
coulomb,0.05,14.647682724894876,2.6578201325985444e-06,-3.059876885625776e-17,24,10
coulomb,0.05,14.69767481610612,2.540408008885069e-06,-2.0855779023759466e-17,24,10
coulomb,0.05,14.747666907317369,2.429791118440944e-06,-8.227047279187456e-18,24,10
coulomb,0.05,14.797658998528613,2.4255698481306265e-06,-4.445465299899999e-18,24,10
coulomb,0.05,14.847651089739855,2.5250931371197007e-06,-1.2615419293664037e-17,24,10
coulomb,0.05,14.897643180951102,2.6309727792901036e-06,-2.474617979210375e-17,24,10
coulomb,0.05,14.947635272162348,2.6448601931306245e-06,-2.9556689098707715e-17,24,10
coulomb,0.05,14.997627363373592,2.5574326374979537e-06,-2.2974605807578618e-17,24,10
coulomb,0.05,15.047619454584838,2.4524826599223055e-06,-1.1552089537596145e-17,24,10
coulomb,0.05,15.097611545796084,2.4256555674764215e-06,-6.003400736832254e-18,24,10
coulomb,0.05,15.147603637007329,2.496395014985708e-06,-1.118222339103842e-17,24,10
coulomb,0.05,15.197595728218571,2.5939568955270104e-06,-2.1892508654655696e-17,24,10
coulomb,0.05,15.24758781942982,2.6265953537788383e-06,-2.808802214045218e-17,24,10
coulomb,0.05,15.297579910641064,2.56650639295165e-06,-2.4305244962727765e-17,24,10
coulomb,0.05,15.34757200185231,2.4720692358472213e-06,-1.4470309429801437e-17,24,10
coulomb,0.05,15.397564093063554,2.4301690086362546e-06,-7.890507606199338e-18,24,10
coulomb,0.05,15.4475561842748,2.4753216199257655e-06,-1.048090804098223e-17,24,10
coulomb,0.05,15.497548275486045,2.560719624261937e-06,-1.9486028882243037e-17,24,10
coulomb,0.05,15.547540366697293,2.605087101576152e-06,-2.6385099700673154e-17,24,10
coulomb,0.05,15.597532457908535,2.568718264098481e-06,-2.4963266493778845e-17,24,10
coulomb,0.05,15.64752454911978,2.487718607308998e-06,-1.6913490947499133e-17,24,10
coulomb,0.05,15.697516640331028,2.4372119009240923e-06,-9.9300962776002e-18,24,10
coulomb,0.05,15.747508731542272,2.460696365731586e-06,-1.0390820472553329e-17,24,10
coulomb,0.05,15.797500822753518,2.5318445800076233e-06,-1.7569392169070998e-17,24,10
coulomb,0.05,15.847492913964762,2.582056437618965e-06,-2.460667994354914e-17,24,10
coulomb,0.05,15.897485005176009,2.5652950559329024e-06,-2.5077786676906485e-17,24,10
coulomb,0.05,15.947477096387251,2.4990645553461703e-06,-1.885798132636237e-17,24,10
coulomb,0.05,15.9974691875985,2.4452377923085624e-06,-1.1968589891117013e-17,24,10
coulomb,0.05,16.047461278809745,2.451264447124156e-06,-1.0779010311115628e-17,24,10
coulomb,0.05,16.09745337002099,2.5075000961415837e-06,-1.6148604738190802e-17,24,10
coulomb,0.05,16.147445461232234,2.558868604860855e-06,-2.2886230606415277e-17,24,10
coulomb,0.05,16.19743755244348,2.5574895877683517e-06,-2.477349546727936e-17,24,10
coulomb,0.05,16.247429643654726,2.5061060853908472e-06,-2.0312788563261852e-17,24,10
coulomb,0.05,16.29742173486597,2.453054035100749e-06,-1.3897114003947357e-17,24,10
coulomb,0.05,16.347413826077215,2.4457901058229217e-06,-1.1516500298536202e-17,24,10
coulomb,0.05,16.39740591728846,2.487538151270729e-06,-1.519923402660251e-17,24,10
coulomb,0.05,16.447398008499707,2.5365435293042055e-06,-2.131959652523672e-17,24,10
coulomb,0.05,16.49739009971095,2.546497407005324e-06,-2.4179834714191316e-17,24,10
coulomb,0.05,16.547382190922196,2.5091108977718e-06,-2.132015651358672e-17,24,10
coulomb,0.05,16.597374282133444,2.459800971679944e-06,-1.5638256323929394e-17,24,10
coulomb,0.05,16.64736637334469,2.443127222956807e-06,-1.2490077171205849e-17,24,10
coulomb,0.05,16.697358464555933,2.471587106159258e-06,-1.4672529317724693e-17,24,10
coulomb,0.05,16.747350555767177,2.515784323821758e-06,-1.996763140020034e-17,24,10
coulomb,0.05,16.797342646978425,2.5333985772769353e-06,-2.3403848490694958e-17,24,10
coulomb,0.05,16.84733473818967,2.5085282559486086e-06,-2.1934165625400228e-17,24,10
coulomb,0.05,16.897326829400914,2.4649165155619053e-06,-1.7143653177460188e-17,24,10
coulomb,0.05,16.947318920612158,2.442265469189621e-06,-1.3593896578152902e-17,24,10
coulomb,0.05,16.997311011823406,2.459133481935725e-06,-1.4505208231543838e-17,24,10
coulomb,0.05,17.04730310303465,2.49701796209261e-06,-1.886536073385393e-17,24,10
coulomb,0.05,17.097295194245895,2.5191219506721854e-06,-2.2547275953779416e-17,24,10
coulomb,0.05,17.14728728545714,2.5049134422082276e-06,-2.2223988954975316e-17,24,10
coulomb,0.05,17.197279376668387,2.4680919655141927e-06,-1.8390830791079712e-17,24,10
coulomb,0.05,17.24727146787963,2.4423562233054712e-06,-1.4738247240578988e-17,24,10
coulomb,0.05,17.297263559090876,2.4495906375896447e-06,-1.4630632568000094e-17,24,10
coulomb,0.05,17.34725565030212,2.4804419749884553e-06,-1.80299328850245e-17,24,10
coulomb,0.05,17.397247741513368,2.504428333088808e-06,-2.168290527503661e-17,24,10
coulomb,0.05,17.447239832724613,2.4988656817953604e-06,-2.2250556574533838e-17,24,10
coulomb,0.05,17.497231923935857,2.4692238277745715e-06,-1.9370349534733874e-17,24,10
coulomb,0.05,17.547224015147105,2.4427218192157736e-06,-1.585836063217787e-17,24,10
