objective,parameter,implicit,finite_difference,abs_error,rel_error,passed
gamma,Zsin_mid_surface_m1,5778.084851585723,5770.61598383638,7.46886774934319,0.0012942929784729481,True
omega,Zsin_mid_surface_m1,167.2823334030733,166.33337017588067,0.9489632271926212,0.00570518847895157,True
kperp_eff2,Zsin_mid_surface_m1,-15832.019866777266,-15821.468170720054,10.551696057211302,0.0006669226865265742,True
linear_heat_flux_weight,Zsin_mid_surface_m1,-641.4270901447235,-608.375350819923,33.05173932480045,0.05432787386973482,False
mixing_length_heat_flux_proxy,Zsin_mid_surface_m1,82548.19994346345,82638.96285131734,90.76290785388846,0.0010983064733906158,True
