kernel,seconds,repeats,norm
field_solve,0.00023553132389982542,3,0.06516452878713608
nonlinear_bracket,0.0040724182811876135,3,0.0004674489318858832
linear_rhs,0.006330927989135186,3,0.16438028216362
full_rhs,0.014627210640658935,3,0.16438283026218414
