kernel,seconds,repeats,norm
field_solve,0.0008324750000610947,5,0.06516432762145996
nonlinear_bracket,0.0765078165801242,5,0.0004674477386288345
linear_rhs,0.11981685000937432,5,0.16438007354736328
full_rhs,0.2195272416109219,5,0.1643824428319931
