ky,gamma,omega,gamma_gx,omega_gx,rel_gamma,rel_omega
0.05,0.0159053467214107,0.027571553364396,0.012291170656681,0.0288201533257961,0.2940465286571523,-0.0433238486723286
0.1,0.0374019779264926,0.0579244717955589,0.0328615121543407,0.0588805638253688,0.13816971510095724,-0.016237820559013776
0.2,0.0873328149318695,0.1281132400035858,0.0848418325185775,0.1295372247695922,0.029360308934234292,-0.010992861461554817
0.3,0.1282666623592376,0.2126628458499908,0.125875324010849,0.2154706120491027,0.018997673826702387,-0.013030854520764346
0.4,0.1467863023281097,0.302544891834259,0.1431207060813903,0.3066961467266083,0.02561192120331529,-0.013535399569430407
0.5,0.1443061381578445,0.3890727162361145,0.13642418384552,0.3939810395240783,0.05777534517816601,-0.012458272849609651
