m,serial_norm,sharded_norm,abs_error
0,1.0457605123519897,1.0457606315612793,5.960464477539063e-08
1,1.30357027053833,1.3035701513290405,1.467594188397925e-07
2,0.9904649257659912,0.9904648661613464,6.322026990801533e-08
3,1.0597203969955444,1.0597203969955444,3.564666783972825e-08
4,0.8060530424118042,0.8060530424118042,0.0
5,0.20365284383296967,0.20365284383296967,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
