ky,gamma,omega,gamma_gx,omega_gx,rel_gamma,rel_omega
0.0476190476190476,0.0027417950332164,-0.0275931619107723,0.002804247662425,-0.0275171138346195,-0.022270725244928395,0.0027636647000791686
0.0952380952380952,0.0113960839807987,-0.0532043054699897,0.0114345932379364,-0.0532086007297039,-0.003367785485358363,-8.072491392928267e-05
0.1428571428571428,0.0252230931073427,-0.0748462378978729,0.0254753194749355,-0.0748089253902435,-0.00990081273920667,0.0004987708008737256
0.1904761904761904,0.0437211878597736,-0.0920924767851829,0.0436874330043792,-0.0923447683453559,0.0007726445129201007,-0.002732061216824687
