objective,parameter,implicit,finite_difference,abs_error,rel_error,passed
gamma,Rcos_mid_surface_m1,6361.6039055651345,6338.678812867372,22.92509269776292,0.003616698901232464,True
omega,Rcos_mid_surface_m1,2962.2812537553477,2974.3902050635293,12.108951308181531,0.004071070193671142,True
kperp_eff2,Rcos_mid_surface_m1,-19292.94611584566,-19355.980363761406,63.034247915744345,0.0032565773849284395,True
linear_heat_flux_weight,Rcos_mid_surface_m1,152517.69822431038,151867.37893807347,650.3192862369178,0.004282152564851315,True
mixing_length_heat_flux_proxy,Rcos_mid_surface_m1,205479.92282805167,204991.5634155476,488.35941250406904,0.0023823390795556488,True
