source,ky,gamma_ref,omega_ref,gamma_spectrax,omega_spectrax,rel_gamma,rel_omega
/tmp/stella_etg_match/etg2s_k10.out.nc,10.0,1.89255011361872,-2.7246736883786995,2.6186223590882447,-2.7305992564100756,0.3836475664473749,0.0021747808027984773
/tmp/stella_etg_match/etg2s_k20.out.nc,20.0,4.617299837265991,-6.317518387842072,5.034191831614312,-6.928818729995137,0.09028913196921015,0.09676273255167714
/tmp/stella_etg_match/etg2s_k30.out.nc,30.0,6.249888982739269,-10.599357352868644,4.563447487141908,-11.69218794509365,-0.2698354323180648,0.10310347654513591
