state,case,path,passed,ensemble_mean,combined_sem,combined_sem_rel,mean_rel_spread,n_reports
minus,qa_ess_rbc11_nonlinear_gradient_minus_delta_replicated_nonlinear_window_ensemble_gate,docs/_static/qa_ess_rbc11_nonlinear_gradient_minus_delta_replicates/qa_ess_rbc11_nonlinear_gradient_minus_delta_t900_ensemble_gate.json,True,15.886631769009893,0.5347636487423915,0.0336612352144749,0.02766163711760634,3
baseline,qa_ess_rbc11_nonlinear_gradient_baseline_replicated_nonlinear_window_ensemble_gate,docs/_static/qa_ess_rbc11_nonlinear_gradient_baseline_replicates/qa_ess_rbc11_nonlinear_gradient_baseline_t900_ensemble_gate.json,True,16.142734000922214,0.5174287509886474,0.03205335297968035,0.05976334650298239,3
plus,qa_ess_rbc11_nonlinear_gradient_plus_delta_replicated_nonlinear_window_ensemble_gate,docs/_static/qa_ess_rbc11_nonlinear_gradient_plus_delta_replicates/qa_ess_rbc11_nonlinear_gradient_plus_delta_t900_ensemble_gate.json,True,16.373694500806348,0.7117214857682301,0.04346737297029576,0.0653461676311895,3
