source,ky,gamma_ref,omega_ref,gamma_spectrax,omega_spectrax,rel_gamma,rel_omega
/home/user/local/tests/crosscode_tmp/gs2_runs/cyc_ky0p1_q14.out.nc,0.1,0.015069462710579986,0.12071363285616465,0.03146233241464268,0.08682573509368476,1.0878204497996844,-0.2807296654128432
/home/user/local/tests/crosscode_tmp/gs2_runs/cyc_ky0p2_q14.out.nc,0.2,0.0734965229310482,0.17178127151099726,0.07768420119480852,0.17790310274963125,0.05697790993036567,0.03563736130712062
/home/user/local/tests/crosscode_tmp/gs2_runs/cyc_ky0p3_q14.out.nc,0.3,0.11497750719040092,0.2787678760169212,0.09211428155234719,0.280304241093913,-0.19884955063595697,0.005511270161195074
/home/user/local/tests/crosscode_tmp/gs2_runs/cyc_ky0p4_q14.out.nc,0.4,0.14394861960824437,0.3718176812016666,0.07342406051022067,0.3757060685061621,-0.4899286932376012,0.010457779446982642
/home/user/local/tests/crosscode_tmp/gs2_runs/cyc_ky0p5_q14.out.nc,0.5,0.1231318375330562,0.463254454814525,0.025493331866092872,0.4581267695784836,-0.7929590561072486,-0.011068830925963558
