objective,parameter,implicit,finite_difference,abs_error,rel_error,passed
gamma,Zsin_mid_surface_m1,-125.333564570619,-125.33344215318044,0.00012241743856122866,9.767340340945245e-07,True
omega,Zsin_mid_surface_m1,54.38565214030541,54.385786646210526,0.00013450590511610017,2.473181200652399e-06,True
kperp_eff2,Zsin_mid_surface_m1,0.9935388231559781,0.9935633699179047,2.4546761926647065e-05,2.4705783918619395e-05,True
linear_heat_flux_weight,Zsin_mid_surface_m1,354.5551354647648,354.5561526737684,0.0010172090035780457,2.8689644670021916e-06,True
mixing_length_heat_flux_proxy,Zsin_mid_surface_m1,-1630.2443978381264,-1630.2409256967467,0.0034721413796887646,2.129833281056179e-06,True
