kernel,seconds,repeats,norm
field_solve,0.0004566668067127466,5,0.053106486797332764
nonlinear_bracket,0.020774074993096293,5,5.796493496745825e-05
linear_rhs,0.03770930839236826,5,0.06509089469909668
full_rhs,0.08121927499305456,5,0.06509070843458176
