source,beta,gamma_ref,omega_ref,gamma_spectrax,omega_spectrax,rel_gamma,rel_omega
/home/user/local/tests/crosscode_tmp/kbm_crosscode/gs2/kbm_beta0p005.out.nc,0.005,0.08813180337559016,0.15859455629964245,0.07417869686570018,0.4198540049567819,-0.15832090091730236,1.6473418429540918
/home/user/local/tests/crosscode_tmp/kbm_crosscode/gs2/kbm_beta0p01.out.nc,0.01,-0.021506118560598614,0.18834830638420338,0.06211106977701187,0.4193784505736828,-3.888065068645424,1.2266112110305427
/home/user/local/tests/crosscode_tmp/kbm_crosscode/gs2/kbm_beta0p015.out.nc,0.015,0.16578538770102172,0.5918128394369156,0.07480197464935481,1.438838566712141,-0.5488023661997696,1.4312391871746712
/home/user/local/tests/crosscode_tmp/kbm_crosscode/gs2/kbm_beta0p02.out.nc,0.02,0.3023586616654589,0.4812923393441232,0.11547567868553102,1.4397707178747654,-0.6180837749133257,1.991468178855288
