source,ky,gamma_ref,omega_ref,gamma_spectrax,omega_spectrax,rel_gamma,rel_omega
/home/user/local/stella/stella_cyclone_range_stable.out.nc,0.1,0.028754144698089294,0.05626679262671804,0.03146243452196709,0.08682570844843503,0.09418780674278807,0.5431074776991326
/home/user/local/stella/stella_cyclone_range_stable.out.nc,0.2,0.07481939718650084,0.12113736579421827,0.077684263687662,0.1779031462945052,0.03829042479478905,0.468606693963592
/home/user/local/stella/stella_cyclone_range_stable.out.nc,0.30000000000000004,0.12737563768151078,0.197718949911624,0.09211428720403388,0.28030424284568645,-0.27682962864252075,0.4176903274621691
/home/user/local/stella/stella_cyclone_range_stable.out.nc,0.4,0.1690431586228716,0.28414140848776576,0.07342408884903616,0.37570602819319926,-0.5656488588642483,0.3222501788554905
/home/user/local/stella/stella_cyclone_range_stable.out.nc,0.5,0.19421397171187665,0.3756748706864154,0.0254932240273927,0.4581267619505082,-0.8687364055083905,0.21947672761140663
