objective,parameter,implicit,finite_difference,abs_error,rel_error,passed
gamma,Rcos_mid_surface_m3,-14532.259087707069,-14569.802282579647,37.54319487257817,0.002576781355328796,True
omega,Rcos_mid_surface_m3,21858.777090950774,21862.25641609903,3.479325148255157,0.00015914757754341565,True
kperp_eff2,Rcos_mid_surface_m3,-2616.8100578931417,-2498.837145629096,117.97291226404559,0.04721112477073621,False
linear_heat_flux_weight,Rcos_mid_surface_m3,83862.85176113594,83130.0572486865,732.7945124494436,0.008815036783353377,True
mixing_length_heat_flux_proxy,Rcos_mid_surface_m3,-2903.7408764225765,-4108.987990622093,1205.2471141995165,0.2933196974413752,False
