ky,gamma,omega
4.761904761904761640e-02,-1.655283743140698732e-02,-4.626857609563199414e-02
9.523809523809523281e-02,-1.660316933028787786e-02,-8.617332645501482591e-02
1.428571428571428492e-01,-1.638581970041863220e-02,-1.152944378205357362e-01
1.904761904761904656e-01,-1.550167046869448638e-02,-1.320355422235675591e-01
2.380952380952380820e-01,-1.950092639824977173e-02,-1.346476637456029413e-01
2.857142857142856984e-01,-1.656307529280358001e-02,-1.283664855316254683e-01
