time_index_start,time_index_stop,t_start,t_restart_start,t_stop,delta_t,compare_mode,ky,kx,omega_out,gamma_out,omega_gx_dump,gamma_gx_dump,omega_sp_dump,gamma_sp_dump,abs_omega_out_vs_gx_dump,abs_gamma_out_vs_gx_dump,abs_omega_sp_vs_gx_dump,abs_gamma_sp_vs_gx_dump,rel_omega_sp_vs_gx_dump,rel_gamma_sp_vs_gx_dump
0,0,8.001057249844031,8.000407338606127,8.001057249844031,0.0006499112379039218,growth_restart_replay,0.30000001192092896,0.0,1.086726427078247,0.31740036606788635,1.086746096611023,0.317290723323822,1.0845263004302979,0.322058767080307,1.9669532775878906e-05,0.00010964274406433105,0.0022197961807250977,0.004768043756484985,0.0020426079170170926,0.015027365775263443
