ky,mode_ky,gamma,omega,kperp_eff2,heat_flux_weight_total,particle_flux_weight_total,amplitude2,saturated_heat_flux_total,saturated_particle_flux_total
9.523809523809523281e-02,9.523809523809523281e-02,-4.602027731277768402e-02,-3.664914271346841196e-02,1.201114626995040784e-02,6.347674687291411655e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.904761904761904656e-01,1.904761904761904656e-01,-1.395167968838653336e-02,-4.773094087344729314e-02,4.463692928882889710e-02,2.242459886432295046e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.857142857142856984e-01,2.857142857142856984e-01,2.779344390825718922e-02,-2.712226457856497727e-02,8.908337478073674598e-02,4.351661476680793728e-01,0.000000000000000000e+00,3.119936124632224916e-01,1.357690584326682048e-01,0.000000000000000000e+00
3.809523809523809312e-01,3.809523809523809312e-01,6.351470006978270078e-02,1.080529671747239122e-02,1.374526735435151747e-01,6.676289824497371184e-01,0.000000000000000000e+00,4.620841372698001881e-01,3.085007623716013447e-01,0.000000000000000000e+00
4.761904761904761640e-01,4.761904761904761085e-01,9.619024426968479646e-02,6.251699694840691379e-02,1.867212782645303604e-01,9.025041907792054063e-01,0.000000000000000000e+00,5.151541654155284977e-01,4.649287931848784527e-01,0.000000000000000000e+00
