surface,alpha,kx,residual_level,damping_rate,linear_growth_rate,recurrence_amplitude,inverse_residual,growth_over_residual,sample_objective
0.0,0.0,0.05,0.018902115221135652,0.0,0.0,501.8506361142562,52.90413284301758,0.0,79.27413092719183
0.0,0.0,0.07,0.13712533795361273,0.0,0.0,110.03538250209692,7.292597770690918,0.0,15.467308468288843
0.0,0.0,0.1,0.09383931876523588,0.0,0.0,156.69105672438332,10.656514167785645,0.0,22.146345774332683
0.0,0.0,0.3,0.5260690983631888,0.0,0.0,47.9603856700594,1.9008909463882446,0.0,6.173772017161051
