t,heat_flux,wphi,wg
5.0000000745058060e-02,2.4309346713380364e-07,2.9895918487454765e-06,3.6775305488845333e-05
2.5499987602233887e+00,1.0901068890234455e-05,2.6248428639519261e-06,7.9629382526036352e-05
5.0500011444091797e+00,2.0512503397185355e-05,2.4498767743352801e-06,1.9063930085394531e-04
7.5500106811523438e+00,3.4164473618147895e-05,2.9219236239441670e-06,3.6771644954569638e-04
1.0050020217895508e+01,5.8400433772476390e-05,4.1943590076698456e-06,6.5117911435663700e-04
1.2550029754638672e+01,1.0587870929157361e-04,6.7614269028126728e-06,1.1467863805592060e-03
1.5050039291381836e+01,1.9808649085462093e-04,1.1435803571657743e-05,2.0761166233569384e-03
1.7550018310546875e+01,3.7648671423085034e-04,2.0157864128123038e-05,3.8518763612955809e-03
2.0049980163574219e+01,7.2893965989351273e-04,3.6994450056226924e-05,7.2898934595286846e-03
2.2549942016601562e+01,1.4392095617949963e-03,7.0046284236013889e-05,1.4065004885196686e-02
2.5049903869628906e+01,2.8941009659320116e-03,1.3594751362688839e-04,2.7660356834530830e-02
2.7549865722656250e+01,5.9147682040929794e-03,2.6931543834507465e-04,5.5393476039171219e-02
3.0049827575683594e+01,1.2261016294360161e-02,5.4318975890055299e-04,1.1277677118778229e-01
3.2549789428710938e+01,2.5737419724464417e-02,1.1133198859170079e-03,2.3299948871135712e-01
3.5049751281738281e+01,5.4627642035484314e-02,2.3148430045694113e-03,4.8766830563545227e-01
3.7549713134765625e+01,1.1707241088151932e-01,4.8752082511782646e-03,1.0323899984359741e+00
4.0049674987792969e+01,2.5296211242675781e-01,1.0385855101048946e-02,2.2072813510894775e+00
4.2549636840820312e+01,5.5013972520828247e-01,2.2353563457727432e-02,4.7586708068847656e+00
4.5049598693847656e+01,1.2014250755310059e+00,4.8557050526142120e-02,1.0325748443603516e+01
4.7549560546875000e+01,2.6250886917114258e+00,1.0635820776224136e-01,2.2492883682250977e+01
5.0049522399902344e+01,5.7027430534362793e+00,2.3484672605991364e-01,4.8985023498535156e+01
5.2549484252929688e+01,1.2168761253356934e+01,5.2503722906112671e-01,1.0586282348632812e+02
5.5049446105957031e+01,2.4698612213134766e+01,1.2181813716888428e+00,2.2331922912597656e+02
5.7549407958984375e+01,4.0982658386230469e+01,3.0947687625885010e+00,4.3407403564453125e+02
6.0049369812011719e+01,3.6059402465820312e+01,6.6589026451110840e+00,6.4396801757812500e+02
6.2549331665039062e+01,2.3868459701538086e+01,7.6533751487731934e+00,6.6731127929687500e+02
6.5049369812011719e+01,2.4576814651489258e+01,8.2846984863281250e+00,6.3437786865234375e+02
6.7549522399902344e+01,2.0290544509887695e+01,7.8363451957702637e+00,5.6225030517578125e+02
