platform,requested_devices,nm,state_shape,serial_median_s,sharded_median_s,speedup,identity_passed,max_abs_error,max_rel_error,max_phi_abs_error
cpu,1,64,"[4, 64, 32, 1, 128]",0.01803095854120329,0.03279018751345575,0.5498888511632977,True,2.4359667349926895e-06,6.129818302724743e-06,3.8399412538581146e-09
cpu,2,64,"[4, 64, 32, 1, 128]",0.016771853959653527,0.020331165986135602,0.8249332070325297,True,2.366846729273675e-06,5.955886081210338e-06,7.508562660518692e-09
cpu,4,64,"[4, 64, 32, 1, 128]",0.016505458450410515,0.01639293704647571,1.0068640173274501,True,2.366846729273675e-06,5.955886081210338e-06,7.508562660518692e-09
cpu,8,64,"[4, 64, 32, 1, 128]",0.01809375046286732,0.013574895507190377,1.3328832220685152,True,2.366846729273675e-06,5.955886081210338e-06,7.508562660518692e-09
cpu,1,128,"[4, 128, 32, 1, 128]",0.036627625464461744,0.05620416649617255,0.6516887936938991,True,2.4359667349926895e-06,6.129818302724743e-06,3.8399412538581146e-09
cpu,2,128,"[4, 128, 32, 1, 128]",0.03718260448658839,0.04180349997477606,0.8894615165960772,True,2.366846729273675e-06,5.955886081210338e-06,7.508562660518692e-09
cpu,4,128,"[4, 128, 32, 1, 128]",0.04255500005092472,0.027089666458778083,1.5708942048319416,True,2.366846729273675e-06,5.955886081210338e-06,7.508562660518692e-09
cpu,8,128,"[4, 128, 32, 1, 128]",0.03715704206842929,0.029435958014801145,1.2623010961540913,True,2.366846729273675e-06,5.955886081210338e-06,7.508562660518692e-09
