run,window,tmin,tmax,n_samples,heat_flux_mean,heat_flux_std,heat_flux_coefficient_of_variation,heat_flux_slope,heat_flux_relative_slope_per_time,wphi_mean,wphi_std
"Nx=Ny=32,Nz=24",least_trending_window,75.04998016357422,150.00454711914062,31,17.214551956422866,1.9532075410071295,0.11346258362991402,0.025308404025466594,0.001470175005979395,5.2747676603255735,0.5993830396247471
"Nx=Ny=32,Nz=24",common_window,75.04998016357422,150.00454711914062,31,17.214551956422866,1.9532075410071295,0.11346258362991402,0.025308404025466594,0.001470175005979395,5.2747676603255735,0.5993830396247471
"Nx=Ny=48,Nz=32",least_trending_window,90.05089569091797,150.00454711914062,25,16.3705477142334,1.584938300979059,0.09681644918948142,0.0002893276152820463,1.767366738930121e-05,4.8636697578430175,0.44776943372677347
"Nx=Ny=48,Nz=32",common_window,75.04998016357422,150.00454711914062,31,16.560868232480942,1.530853057920904,0.09243797103091683,-0.013146871440088756,-0.0007938515816642819,4.874531207546111,0.4078070986342382
