model,coordinate,kx,t_nu,abscissa,normalized_distribution,p_max,j_max
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.45,0.1264412966139927,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.5,0.12353635256405564,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.5500000000000003,0.12055133234092728,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.6,0.11750250863738979,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.6500000000000004,0.11440480823926415,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.7,0.11127189551209853,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.75,0.1081162514801644,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.8000000000000003,0.1049492487321007,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.85,0.10178122237027434,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.9000000000000004,0.09862153720553898,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.95,0.09547865138533539,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.0,0.09236017663079453,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.0500000000000003,0.08927293524749637,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.1,0.08622301406464938,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.1500000000000004,0.08321581544854847,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.2,0.08025610552811933,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.25,0.07734805976306008,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.3000000000000003,0.07449530597844951,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.35,0.07170096498362187,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.4000000000000004,0.0689676888875407,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.45,0.06629769721777423,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.5,0.0636928109454238,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.5500000000000003,0.06115448451394128,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.6,0.05868383596564693,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.6500000000000004,0.056281675255888716,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.7,0.05394853084113762,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.75,0.05168467462386488,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.8000000000000003,0.04949014533377091,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.85,0.04736477042181335,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.9000000000000004,0.04530818654049659,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.95,0.04331985868102344,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,4.0,0.041399098035155325,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-3.0,0.0005682458706186169,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.925,0.000885372373165112,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.85,0.0013450568080911039,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.775,0.002002048742518619,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.7,0.0029303218453070115,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.625,0.004229175891765072,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.55,0.0060300614008946835,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.475,0.008503026201964853,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.4,0.011861213559301573,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.325,0.016361846803806594,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.25,0.022302827893913416,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.175,0.030015392162294013,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.1,0.03985487592399604,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-2.025,0.0521930908903672,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.95,0.06741648797575636,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.875,0.08593359024169112,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.8,0.10819247718500745,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.725,0.13470416184276682,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.6500000000000001,0.16606116334202822,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.575,0.20293452394652947,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.5,0.24603040602641355,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.425,0.29599262858780107,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.35,0.35325080730228364,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.2750000000000001,0.41783146290485557,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.2000000000000002,0.48916485409256927,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.125,0.5659276899533118,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-1.05,0.6459596723789569,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.9750000000000001,0.7262820463793961,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.8999999999999999,0.8032322501281034,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.8250000000000002,0.8727132058537722,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.75,0.930541160391993,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.6750000000000003,0.9728646202318572,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.6000000000000001,0.9966211233500989,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.5249999999999999,1.0,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.4500000000000002,0.9828878483875777,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.375,0.9472851014024942,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.30000000000000027,0.8976819312223872,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.2250000000000001,0.8413271918510622,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.1499999999999999,0.7881236720465205,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,-0.07500000000000018,0.7494754649705135,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.0,0.7352494141840187,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.07499999999999973,0.7494754649702284,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.1499999999999999,0.7881236720460044,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.2250000000000001,0.8413271918503954,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.2999999999999998,0.8976819312216466,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.375,0.9472851014017413,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.44999999999999973,0.9828878483868535,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.5249999999999999,0.9999999999993362,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.5999999999999996,0.9966211233495158,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.6749999999999998,0.9728646202313684,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.75,0.9305411603916068,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.8249999999999997,0.8727132058534939,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.8999999999999999,0.8032322501279322,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,0.9749999999999996,0.726282046379329,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.0499999999999998,0.6459596723789854,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.125,0.5659276899534242,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.2000000000000002,0.48916485409275073,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.2749999999999995,0.41783146290509054,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.3499999999999996,0.3532508073025551,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.4249999999999998,0.2959926285880941,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.5,0.24603040602671528,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.5750000000000002,0.20293452394682937,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.6499999999999995,0.1660611633423178,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.7249999999999996,0.13470416184303796,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.7999999999999998,0.10819247718525465,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.875,0.08593359024191054,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,1.9500000000000002,0.06741648797594578,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.0249999999999995,0.052193090890526414,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.0999999999999996,0.03985487592412625,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.175,0.030015392162397996,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.25,0.022302827893994955,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.325,0.016361846803869855,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.3999999999999995,0.011861213559350565,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.4749999999999996,0.008503026202002982,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.55,0.006030061400924689,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.625,0.0042291758917889595,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.7,0.002930321845326135,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.7749999999999995,0.0020020487425338545,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.8499999999999996,0.0013450568081030563,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,2.925,0.0008853723731742759,24,10
improved_sugama,parallel,0.19999999999999998,5.001708725685093,3.0,0.0005682458706254437,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.0,1.0,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.05,0.9070707878692169,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.1,0.8210320195896981,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.15000000000000002,0.7413848638784284,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.2,0.667671012237544,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.25,0.5994688373820816,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.30000000000000004,0.5363899475679783,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.35000000000000003,0.4780760959085215,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.4,0.4241964078379332,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.45,0.3744448935659347,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.5,0.3285382157017131,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.55,0.28621368524140334,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.6000000000000001,0.24722746183901914,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.65,0.2113529367431436,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.7000000000000001,0.17837927900482223,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.75,0.14811012756801148,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.8,0.12036241366274941,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.8500000000000001,0.09496529955127994,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.9,0.07175922114537657,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.9500000000000001,0.05059502333433076,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.0,0.03133317805135158,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.05,0.013843076174098638,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.1,0.0019976146857592046,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.1500000000000001,0.01630353358826421,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.2000000000000002,0.029182157178522006,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.25,0.0407342837283122,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.3,0.0510544753072378,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.35,0.06023146253060589,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.4000000000000001,0.0683485158359501,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.4500000000000002,0.07548378679776356,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.5,0.0817106225953069,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.55,0.08709785639647905,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.6,0.0917100761073323,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.6500000000000001,0.09560787365794433,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.7000000000000002,0.09884807674746378,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.75,0.10148396475100328,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.8,0.10356547029576266,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.85,0.10513936784070127,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.9000000000000001,0.10624945044087258,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.9500000000000002,0.10693669574206617,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.0,0.10723942213174328,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.0500000000000003,0.10719343586667582,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.1,0.10683216990466875,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.15,0.10618681508584053,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.2,0.10528644423693594,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.25,0.10415812970890127,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.3000000000000003,0.10282705480247854,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.35,0.10131661948796183,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.4000000000000004,0.09964854078270734,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.45,0.09784294811277998,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.5,0.09591847395261104,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.5500000000000003,0.09389234000816737,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.6,0.09178043918438224,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.6500000000000004,0.08959741355601801,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.7,0.08735672854233098,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.75,0.08507074346951861,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.8000000000000003,0.08275077869065069,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.85,0.0804071794203325,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.9000000000000004,0.07804937643047599,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.95,0.07568594374405335,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.0,0.0733246534553833,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.0500000000000003,0.07097252779818967,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.1,0.06863588857622911,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.1500000000000004,0.06632040406558393,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.2,0.06403113349264705,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.25,0.0617725691872927,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.3000000000000003,0.059548676506645706,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.35,0.05736293162116594,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.4000000000000004,0.055218357251384714,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.45,0.053117556440523475,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.5,0.05106274444533644,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.5500000000000003,0.04905577882482122,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.6,0.04709818780389274,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.6500000000000004,0.04519119698669658,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.7,0.04333575449192194,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.75,0.041532554580244296,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.8000000000000003,0.039782059841869465,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.85,0.03808452201004966,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.9000000000000004,0.03644000146439159,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,3.95,0.03484838548576658,24,10
improved_sugama,perpendicular,0.19999999999999998,5.001708725685093,4.0,0.03330940532265819,24,10
