model,coordinate,kx,t_nu,abscissa,normalized_distribution,p_max,j_max
original_sugama,parallel,0.19999999999999998,5.001708725685093,2.7,0.0034635010504708336,24,10
original_sugama,parallel,0.19999999999999998,5.001708725685093,2.7749999999999995,0.002334356028528867,24,10
original_sugama,parallel,0.19999999999999998,5.001708725685093,2.8499999999999996,0.0015500032515366503,24,10
original_sugama,parallel,0.19999999999999998,5.001708725685093,2.925,0.001012613645817054,24,10
original_sugama,parallel,0.19999999999999998,5.001708725685093,3.0,0.0006498411317860281,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.0,1.0,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.05,0.8989037081465987,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.1,0.8055658238154355,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.15000000000000002,0.7194205987727514,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.2,0.6399468856830717,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.25,0.5666641506021086,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.30000000000000004,0.4991288721665766,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.35000000000000003,0.4369312894763842,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.4,0.37969246429581843,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.45,0.3270616264994596,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.5,0.27871377468471,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.55,0.23434750659246462,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.6000000000000001,0.19368305644497302,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.65,0.15646051854758178,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.7000000000000001,0.12243823852922851,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.75,0.09139135543393945,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.8,0.06311047953925168,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.8500000000000001,0.037400492283067445,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.9,0.01407945604222667,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,0.9500000000000001,0.007022377262874692,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.0,0.02606346865106996,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.05,0.04319181455975876,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.1,0.05854569732361669,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.1500000000000001,0.07225437083807816,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.2000000000000002,0.08443868785619593,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.25,0.09521167470376543,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.3,0.10467905860009477,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.35,0.11293975223422616,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.4000000000000001,0.12008629976309346,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.4500000000000002,0.12620528796381,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.5,0.13137772588233676,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.55,0.13567939597086287,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.6,0.1391811793924589,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.6500000000000001,0.1419493578903844,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.7000000000000002,0.14404589436764087,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.75,0.1455286940970345,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.8,0.1464518482805155,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.85,0.14686586149648917,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.9000000000000001,0.14681786441298492,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,1.9500000000000002,0.14635181300105649,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.0,0.14550867535479667,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.0500000000000003,0.14432660711027742,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.1,0.14284111635412253,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.15,0.14108521882197525,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.2,0.13908958410666203,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.25,0.1368826735243073,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.3000000000000003,0.13449087022307146,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.35,0.13193860206269575,24,10
original_sugama,perpendicular,0.19999999999999998,5.001708725685093,2.4000000000000004,0.12924845774288118,24,10
