kernel,seconds,repeats,norm
field_solve,0.00028858778532594445,10,0.053106553852558136
nonlinear_bracket,0.002776269312016666,10,5.842456084792502e-05
linear_rhs,0.0069693039869889615,10,0.06509096920490265
full_rhs,0.010612905118614435,10,0.06509078294038773
