kernel,seconds,repeats,norm
field_solve,0.00024076908205946287,3,0.06516452878713608
nonlinear_bracket,0.00852139030272762,3,0.000475695967907086
linear_rhs,0.006379233052333196,3,0.16438028216362
full_rhs,0.014843207318335772,3,0.1643829196691513
