ky,kx_ref,kx_local,mean_abs_omega,mean_rel_omega,mean_abs_gamma,mean_rel_gamma,mean_rel_Wg,mean_rel_Wphi,mean_rel_Wapar,omega_last,omega_ref_last,gamma_last,gamma_ref_last
0.05,0.0,0.0,0.0002241368348243,0.0078631382551281,0.0001843359757622,0.0149482561294701,0.0507336630533322,1.4234427745114691e-05,0.0,0.0283252774972315,0.0288201533257961,0.0120583521905938,0.012291170656681
0.1,0.0,0.0,4.0216869006500185e-05,0.0006834729359879672,2.9289580034543596e-05,0.0008898845366037239,0.7223106935263779,0.03921700745540572,0.0,0.05883677733110048,0.05888056382536888,0.032865980346860335,0.032861512154340744
0.2,0.0,0.0,0.0036811343970752,0.028470711469589,0.0092048131461654,0.981766806938144,0.3214169061680562,0.3146612542901392,0.0,0.1281132400035858,0.1295372247695922,0.0873328149318695,0.0848418325185775
0.3,0.0,0.0,0.0038101346010253,0.0177249900260555,0.0074286228015331,1.0824479905882345,0.189845270335423,0.1864082154809402,0.0,0.2126628458499908,0.2154706120491027,0.1282666623592376,0.125875324010849
0.4,0.0,0.0,0.0048572729031244,0.0157842793410489,0.007688354573024,1.1173538716736793,0.0918403901954587,0.086308008581403,0.0,0.302544891834259,0.3066961467266083,0.1467863023281097,0.1431207060813903
0.5,0.0,0.0,0.0056241557711646,0.0141687843819526,0.010874052105854,1.0995127862706489,0.359018245576481,0.380002314487996,0.0,0.3890727162361145,0.3939810395240783,0.1443061381578445,0.13642418384552
