ky,mode_ky,gamma,omega,kperp_eff2,heat_flux_weight_total,particle_flux_weight_total,amplitude2,saturated_heat_flux_total,saturated_particle_flux_total
4.761904759999999875e-02,4.761904761904761640e-02,-2.553447892320005741e-02,-1.486588809771472765e-02,5.665029357690367154e-03,1.056596589629730382e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.523809519999999751e-02,9.523809523809523281e-02,-2.160627056017027856e-02,-2.474656234018469264e-02,2.241140595309482064e-02,4.029285878854477893e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.428571429000000115e-01,1.428571428571428492e-01,-1.653223277852283735e-02,-2.683798881470197614e-02,4.947279958523888299e-02,8.429277761207393249e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.904761905000000033e-01,1.904761904761904656e-01,-1.159512641280498711e-02,-2.094354623624478801e-02,8.556009620036583718e-02,1.370123736161437122e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.857142857000000147e-01,2.857142857142856984e-01,-1.018635916481821363e-02,-4.728304161628137103e-02,1.426344770869945877e-01,2.912935158662195434e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.809523810000000066e-01,3.809523809523809312e-01,1.136699735478942548e-02,-8.875353012694197144e-03,2.314220327813048539e-01,4.342988079828379866e-01,0.000000000000000000e+00,4.911804298915351669e-02,2.133190752063916437e-02,0.000000000000000000e+00
4.761904761999999902e-01,4.761904761904761085e-01,2.294925324633071903e-02,4.587220957377394215e-02,3.256726211667745341e-01,5.813109622028088674e-01,0.000000000000000000e+00,7.046724764308197331e-02,4.096338353118359615e-02,0.000000000000000000e+00
