label,tprim,random_seed,window_mean,window_std,window_cv,window_trend,t_min,t_max
minus,2.31,22,4.776351960143973e-10,4.542173204432753e-11,0.09509712103158827,0.3125158414254592,0.45999982953071594,0.6399996876716614
base,2.49,22,5.37122789228362e-10,5.102136471593749e-11,0.09499013212460317,0.31216392178474084,0.45999982953071594,0.6399996876716614
plus,2.6700000000000004,22,5.967218269217025e-10,5.665344386046486e-11,0.09494112885516841,0.31200271883474445,0.45999982953071594,0.6399996876716614
base_repeat,2.49,22,5.37122789228362e-10,5.102136471593749e-11,0.09499013212460317,0.31216392178474084,0.45999982953071594,0.6399996876716614
