state,case,path,passed,ensemble_mean,combined_sem,combined_sem_rel,mean_rel_spread,n_reports
minus,qa_lowres_state_control_short_bracket_rsin_mid_surface_m1_nonlinear_gradient_minus_delta_replicated_nonlinear_window_ensemble_gate,docs/_static/qa_lowres_state_control_short_bracket_rsin_mid_surface_m1_nonlinear_gradient_minus_delta_replicates/qa_lowres_state_control_short_bracket_rsin_mid_surface_m1_nonlinear_gradient_minus_delta_t150_ensemble_gate.json,True,10.107283999347274,0.24580005266400975,0.024319100233048112,0.03578588211170623,3
baseline,qa_lowres_state_control_short_bracket_rsin_mid_surface_m1_nonlinear_gradient_baseline_replicated_nonlinear_window_ensemble_gate,docs/_static/qa_lowres_state_control_short_bracket_rsin_mid_surface_m1_nonlinear_gradient_baseline_replicates/qa_lowres_state_control_short_bracket_rsin_mid_surface_m1_nonlinear_gradient_baseline_t150_ensemble_gate.json,True,10.239552934546152,0.34629630083620017,0.03381947464404109,0.03554992919310915,3
plus,qa_lowres_state_control_short_bracket_rsin_mid_surface_m1_nonlinear_gradient_plus_delta_replicated_nonlinear_window_ensemble_gate,docs/_static/qa_lowres_state_control_short_bracket_rsin_mid_surface_m1_nonlinear_gradient_plus_delta_replicates/qa_lowres_state_control_short_bracket_rsin_mid_surface_m1_nonlinear_gradient_plus_delta_t150_ensemble_gate.json,True,10.153261710052801,0.25651890502741276,0.025264679701246344,0.01670666161328044,3
