kernel,seconds,repeats,norm
field_solve,0.0006943750195205212,5,0.06516432762145996
nonlinear_bracket,0.09891423338558525,5,0.00047558514052070677
linear_rhs,0.12371726660057902,5,0.16438007354736328
full_rhs,0.3484569167951122,5,0.16438251733779907
