step,objective,gradient_norm,minor_radius_log_shift,vertical_elongation_shift,helical_ripple_amplitude,magnetic_shear_shift,aspect,mean_iota,qa_residual,kperp_eff2,growth_rate,frequency,linear_heat_flux_weight,quasilinear_heat_flux,nonlinear_heat_flux_mean,nonlinear_heat_flux_cv,nonlinear_heat_flux_trend
11,0.047073398624263824,0.2609500875832711,-0.029734669350685184,0.675761602177165,-0.00410911002606797,0.059339724613995816,7.297871824332556,0.4335615298166302,0.0007723421545085216,0.39511462507124895,0.03181692995945268,-0.176570357356552,0.47172693773088925,0.028489649557513194,0.011157915297627536,0.003719868141909709,0.012568651695420721
12,0.04880199674397209,0.27649451491049387,-0.022642446473086622,0.6497010822385615,-0.025136110429165543,0.06598198163038614,7.258212926927621,0.4349852793029424,0.004564844671723912,0.3954485811458389,0.03189581087931147,-0.1756243139911886,0.47532946489522077,0.028754089862452294,0.01122560301444777,0.003682935699359501,0.012442739909981383
13,0.048837184951388626,0.27838959011141295,-0.01194402419779866,0.6195547623267054,-0.04144452978301443,0.06714869422043593,7.204828750981732,0.435153573517254,0.007516614376811398,0.39485697878970555,0.03174264106695974,-0.17485611455717176,0.47564813556497565,0.028678095207446155,0.011164433607219845,0.0037549659470375698,0.01268831811523355
14,0.04735632714349987,0.2685141956727911,0.0010654151345687191,0.5863456919428714,-0.05327342810710903,0.06356200289671302,7.143154879504326,0.4342292058485604,0.009653411345415712,0.39349319523421267,0.03140810605265205,-0.17425838193087126,0.473169597092708,0.0283258282475496,0.011000708286718548,0.0039168706567801175,0.013240449792561011
15,0.044744952698662,0.24881227103717143,0.015167030884692801,0.5509058243508079,-0.06099582571680226,0.055999878628634474,7.078112173242207,0.43238615654925916,0.011043872499156174,0.3915184164669858,0.030954319325725347,-0.17381738451685563,0.4684243805084762,0.027776007291799614,0.010765517440549556,0.004146864620625822,0.014025094613060533
16,0.04147975075922744,0.2211495210993582,0.02921833751333897,0.5139499449378935,-0.06507466618506562,0.045244767630873636,7.014115241900165,0.42979984484430006,0.011773484206325327,0.3890927963741353,0.030442253063446768,-0.17351554576949943,0.46193717723786937,0.027106146489861368,0.010488857916929587,0.004421368789759511,0.014962043115993669
17,0.03804224543832013,0.18705083117570848,0.04217475391874183,0.4761285165517703,-0.06602446021903852,0.03206183409633242,6.955024404970641,0.42664279558280616,0.011936901306404912,0.3863855490797953,0.029927182295331808,-0.17333330836625194,0.454231674014663,0.02638661204771762,0.010197439375616239,0.004714282662302441,0.015962336098869632
18,0.03486813621623402,0.1468752304401431,0.05313563113467515,0.4380608615952721,-0.06438191338785115,0.017198471785381492,6.904030776871373,0.4230842625495729,0.011632428243974346,0.3836219211982479,0.02946630779217821,-0.17325034170768297,0.4458821793828406,0.02568642616088724,0.009916670043440955,0.004991342329074964,0.016908937808225992
19,0.03234419151997932,0.0987270149628007,0.061400728698686576,0.4003511177450569,-0.06068430514557323,0.001409427747173557,6.863519636084594,0.41929464054574117,0.010958047491396818,0.3812474155335258,0.029153532495606788,-0.17324610680041486,0.4377125359470853,0.025103514385684377,0.009681057785451433,0.005187746640858503,0.017580222528702345
20,0.03074571643249254,0.05206052460498404,0.06651431950825853,0.3635839494140899,-0.0554510517697993,-0.014472960747381282,6.834977920751547,0.41545818010054514,0.01000810004537678,0.37978414835465174,0.029081369154282232,-0.1732997047798523,0.4306104610730036,0.024729985113410367,0.009521998484625238,0.005234047190837676,0.017738500930046645
21,0.030018579460896276,0.024940093109455122,0.06827939044057565,0.32830582516945195,-0.049166932638929954,-0.029644650344295982,6.818993681672068,0.41175202926680177,0.008870317367562667,0.37891138042692013,0.029149781052027823,-0.17339135885429152,0.42437117254355566,0.024485263712255022,0.009410954934357252,0.005190144397814982,0.017588418990987346
22,0.029981870583837993,0.03888024653756713,0.06674160701598754,0.29502444509457465,-0.04227651533631957,-0.043487273457855344,6.81534693730996,0.4083161535147994,0.0076249071915063076,0.3782298813261395,0.029255983408403585,-0.17350419589728833,0.4188544945131827,0.024298715041461614,0.009319257701295621,0.005122652481020355,0.017357716760568333
23,0.030438785515865117,0.06582558343250457,0.06215155916420083,0.26420188480898316,-0.0351803827568246,-0.05550216161603033,6.82315007796569,0.4052656347022206,0.0063439729175982585,0.3776040446941593,0.02936166208914527,-0.17362364389631826,0.41397363975571944,0.024142261507353362,0.009237731086817667,0.0050562867804636565,0.017130887234644773
24,0.03116963935505436,0.09034326006256872,0.05491865809156583,0.23623282597447917,-0.028228344765328355,-0.06529365211176891,6.840996497762868,0.40269324730926437,0.005090390150855078,0.376982293069798,0.029448608532326757,-0.17373731704551043,0.4095292199536857,0.02399330002231494,0.00916273759111252,0.0050022730107477835,0.016946292141545017
25,0.03195484287789945,0.11000094537262947,0.045568458659243416,0.21141929807492094,-0.02171228303672646,-0.07257816031411453,6.867089686914242,0.40066706539676855,0.003916621717125729,0.3763380266355286,0.029505395985510188,-0.1738351491582604,0.4055338694082257,0.023845791327673924,0.009092057285585663,0.00496727943062036,0.016826707902771066
26,0.032605300709435694,0.12400260699443783,0.03470806023983954,0.1899494056865454,-0.015860225734283855,-0.07719335972914215,6.899344770849078,0.3992281577258493,0.0028637795198218534,0.37565603826860566,0.02952479711906707,-0.1739095184624367,0.40198813916821663,0.02369578226650213,0.009024110877405815,0.004955375328628675,0.016786029281263107
27,0.03298665712054233,0.1320798582930343,0.02299802354131309,0.17188494681625124,-0.010832748505902792,-0.07910002121205006,6.93547153198513,0.3983899074675801,0.0019612079260209496,0.374929329542684,0.029503429704920956,-0.1739552893627025,0.39888043280445684,0.02354111805070514,0.008957896162811793,0.004968487351312786,0.016830835644235737
28,0.03303182752873188,0.13430589765695566,0.011125793004613528,0.15716007754765035,-0.006722489921992881,-0.07837523196950692,6.973057256980759,0.39813926201931116,0.0012270223983547397,0.3741583971004953,0.029441646458935135,-0.17396974887887662,0.3961910520731861,0.023381508291124887,0.008893041236409003,0.005006578614612341,0.016961006216871275
29,0.032740740573974865,0.1310279478509819,-0.00022494983084209337,0.14559026655162713,-0.0035575209488060977,-0.07519872220572599,7.009669030582681,0.39843959320730554,0.0006711047407477643,0.3733515209393727,0.029343208385034337,-0.17395242570288738,0.3939009409401282,0.02321870290762295,0.008829891723945072,0.005067818910255712,0.01717030093256332
30,0.032169613212695486,0.12285836044293798,-0.010412405054710985,0.136888707860863,-0.0013114859663090625,-0.06983526454598223,7.042987859417254,0.3992346410567482,0.00030946297711328014,0.37252934521394704,0.029214930957990222,-0.17390470618448872,0.3920258378521107,0.023057930738355895,0.008770066012830438,0.005148646251041404,0.017446566409145728
31,0.031413538338333595,0.11076139098657112,-0.018881150207583346,0.13068667944069587,5.3514273588908205e-05,-0.06261596737408234,7.070971215097428,0.4004537210006492,0.00020023198122581668,0.3717382334277487,0.029066640731650873,-0.17382840802625155,0.39070080361929965,0.022912009455525968,0.008718008466393016,0.005243543037849642,0.017770963822828126
32,0.03057947282256322,0.09488524366364325,-0.02520662693895935,0.12655472501389772,0.0004645223449782586,-0.053920489021871895,7.092020690157213,0.40201915646574515,0.00021678454339316982,0.3709533847764563,0.028904569943084445,-0.17372179323310546,0.38963304815875316,0.022770062536486915,0.008669233844474749,0.005349071864509004,0.018131759484524244
33,0.02977668543945146,0.07587566392756494,-0.029130061009284332,0.12402273419077325,3.626641649611659e-05,-0.04416214282634781,7.1051187622445875,0.40384051408593297,0.00020010656905445357,0.3701422702358572,0.02873526525044352,-0.17358924075920545,0.3884665043266656,0.022618373272308964,0.008618139149552949,0.005461361992826243,0.018515732008603902
34,0.02910605718027451,0.055009180493364875,-0.030575524572401553,0.12260009160156095,-0.0009083901494255035,-0.0337740091128093,7.10990075302268,0.40581699162187707,0.0002583617385827533,0.3693921375585836,0.02857244679652888,-0.17344191974461703,0.38750174461650694,0.02247991738832285,0.008572841291191728,0.005571355625186924,0.018891910809456076
35,0.028636538667962813,0.033362724177880235,-0.029646204929364532,0.12179579001917225,-0.00197599343677401,-0.023195864414123645,7.106647090418129,0.4078443897847648,0.000408140141565838,0.3687659063387487,0.028429000680773024,-0.1732933518022175,0.38684179008189473,0.022366883688036705,0.008537285989662387,0.005669913679540935,0.01922902846577355
36,0.0284003603073942,0.011846920994417472,-0.026603237747797413,0.12113864770582895,-0.0029028530342382858,-0.012865711085850556,7.0962079987301285,0.40982309614342044,0.0005596176236007369,0.3683102650697725,0.02831967517624752,-0.17315298599142243,0.3863732165808195,0.0222814126324267,0.008511433656361644,0.005746079534891316,0.019489584513561926
37,0.028397723256782883,0.015591265388848129,-0.021833680664991046,0.12019642910758754,-0.0034910670754237315,-0.0032211648129051983,7.0798852157423955,0.41165624642174725,0.0006596152597632435,0.36811639334596147,0.028264516653810936,-0.17302843031190124,0.3863087195888388,0.022246012611158206,0.008498392602295148,0.005784855965506675,0.01962224513878762
38,0.028582933846197013,0.036573499894249545,-0.015813779554328274,0.11859424172316682,-0.003582045017631696,0.005302456142992115,7.059295198554286,0.41324962436871443,0.0006752384575918817,0.3682107262570677,0.028270003043854477,-0.17292642915619733,0.38641627415468727,0.022250823647084545,0.008498346367184474,0.005780988531742085,0.01960901369739354
39,0.0288576999960875,0.05296837491378748,-0.009071363481938618,0.11603323634612685,-0.003059313863648451,0.012332344998095155,7.036230929113311,0.4145235232197778,0.0005860025321578799,0.3684482251267383,0.028310314199754858,-0.17285229957861392,0.38645093888026616,0.02227018633091654,0.00850291275225665,0.005752643796109941,0.019512041463067058
40,0.02911748471049851,0.06381724983038052,-0.0021486785320551866,0.11230745562075717,-0.001858243334689717,0.017630458480045557,7.012529292432415,0.41542706861242296,0.0003897855379245844,0.3686586811802152,0.028353733533953082,-0.1728090066039525,0.38619758886790906,0.02227699512831285,0.008502917032144095,0.005722253346679172,0.01940807455677918
41,0.029290987405968697,0.0692834704498263,0.004434237027804445,0.10731280989600302,1.605323830168484e-05,0.021094852084000672,6.989944928788344,0.4159391708769391,0.00020002088222184758,0.3687941675370649,0.028384466368162442,-0.17279663747647792,0.3858161638848619,0.02227093096649099,0.008498780117344987,0.005700829897877775,0.019334786650566538
42,0.029352978485773985,0.07061803564320712,0.010214620922341149,0.10104637334009157,0.0023074186982939785,0.022737870277029164,6.970033233054669,0.4160698075118084,0.00046105320654892483,0.3690026284932485,0.028404595799788893,-0.1728067446714501,0.38633680168942236,0.0223041921260434,0.00851031588207096,0.0056868370801643284,0.019286919479727955
43,0.02929559993967064,0.06842630723587217,0.01481799856846408,0.09359648109025183,0.0047229450385845705,0.02266560078116855,6.954049359754605,0.415849512456889,0.0008734761444394258,0.3691511125709181,0.028406560655234815,-0.17282942368832452,0.38704696405900446,0.022337748729230226,0.008522829407749441,0.005685472883366629,0.019282252830996414
44,0.029138693177762198,0.06283845432136437,0.017981970589468387,0.08512915287368795,0.007161061888440401,0.021061106567498402,6.942874828542591,0.4153191031428978,0.001304589363089768,0.3691959133263049,0.0283900821903488,-0.17286077151392207,0.38765904432012804,0.022357382082572114,0.008530869436428952,0.00569692299003186,0.019321421658616236
45,0.028921674081461998,0.054340550450599684,0.019570076082832497,0.07587286069286854,0.00951086239617023,0.018169658359079174,6.936976276433114,0.41453262070881153,0.0017237832254758322,0.3691501947817673,0.028359814878723237,-0.17289642025321136,0.3881473458057174,0.022364447510095697,0.008534771092972704,0.005718008384000466,0.0193935527112634
46,0.028691508918424855,0.043470821673892136,0.019574501763441787,0.06610152984429185,0.011647344748023992,0.014284516323239146,6.936398264029158,0.41355446529617196,0.002106212442574161,0.3690411840169119,0.028322649435144256,-0.17293139946896177,0.38851241041948525,0.022362749629475716,0.008535723020125527,0.005743995285143488,0.01948245414201193
47,0.028492686944301356,0.030864897379412483,0.018108284388470595,0.0561166101355907,0.013439138236791662,0.009733827643010867,6.940787526033631,0.41245635208750897,0.0024274420425159236,0.3689058147294777,0.028286989894625393,-0.1729603846095384,0.38876436835528344,0.022357279256604804,0.008535295735445723,0.005769028986465081,0.019568097582930242
48,0.028358376930198045,0.017684094310561838,0.015388992633667895,0.04622860501891611,0.01475817865667138,0.0048681689894322765,6.949442626947192,0.41131432163863246,0.0026640973184209613,0.36878453443006853,0.028261431946426392,-0.17297799791872695,0.3889157654251828,0.022353126442332654,0.008535066857506554,0.0057870314398631405,0.01962968800099283
49,0.028302884732392317,0.008793146609429689,0.011716278639485999,0.036738329652396894,0.015489754881437225,4.4845648986389756e-05,6.961382673231314,0.41020511796060743,0.0027953908323052512,0.3687052341681687,0.02825169936439346,-0.172979152404711,0.3889642115958601,0.022353018653857366,0.008535801572545547,0.005793900112123875,0.01965318765146265
50,0.028317674660439943,0.014871897339097988,0.007445347276184576,0.027918457969612426,0.015542292352515509,-0.0043978731886221605,6.975430310797589,0.4092006675670393,0.0028047935821700646,0.36866396809162283,0.02825709551444513,-0.1729594921209957,0.3889675499806164,0.022359982592108932,0.008536516532777436,0.005790090929372836,0.01964015534464899
51,0.028375831866790963,0.024274609122100305,0.002957835291768255,0.019996592102625985,0.0148562205077557,-0.008174184272123165,6.990305857770912,0.4083611570309112,0.002681608516102021,0.3686266907090262,0.028270859843170567,-0.17291589246032277,0.38876676380574154,0.02236158755235923,0.008534667467796022,0.00578038477154998,0.019606948091508872
52,0.028443790808065167,0.031547148641607736,-0.0013686436971871606,0.013141596509431221,0.013410871820398592,-0.011075498525123545,7.004729427652693,0.4077298778627843,0.0024222357643152665,0.3685527139863194,0.028284550009012577,-0.17284683280154847,0.3882668511932802,0.02234813247737845,0.008527484696160392,0.0057707454128422195,0.019573969797909107
53,0.028492616149449833,0.03601059116463283,-0.00519067950085835,0.007454659044522292,0.011228352843802475,-0.012978511432246381,7.0175256398455685,0.4073314161053605,0.002030977101901511,0.36841349476918694,0.028291637162017956,-0.1727525366711247,0.38742866581911334,0.02231390420372532,0.008513072227235284,0.005765760965991177,0.019556917111972032
54,0.028504697761360547,0.037628810489211545,-0.008226631061334883,0.0029657745031259663,0.008373968373947216,-0.013842493964423766,7.0277220125333955,0.4071720910365973,0.0015205252962688252,0.36819780623037424,0.028288613656040126,-0.17263493126899662,0.3862528325285592,0.02225683511972443,0.008490780465188854,0.005767886946624276,0.019564190458907088
55,0.02847601937437677,0.03655574412639668,-0.010278700359694429,-0.0003643616544852005,0.004953573638855222,-0.013701907317261461,7.034629594716892,0.4072414718907739,0.0009137984997617323,0.36791097555823715,0.028274852761059063,-0.17249750066642705,0.3847829927001516,0.022178631217202482,0.008461267538224218,0.005777571831896565,0.01959732438391137
56,0.028415649420652445,0.032885615514367,-0.011246810184603436,-0.0026375806444471177,0.001110185113244652,-0.012656686928269965,7.037894796181125,0.4075144474786313,0.0002827248953299202,0.3675884265344397,0.02825288411670641,-0.17234512809466546,0.3831957633062021,0.022089349214770473,0.00842824147724389,0.0057930635938069,0.019650325676731122
57,0.028358456855364395,0.027132688762716864,-0.011132593060993541,-0.0040074379529145,-0.0029150191440057652,-0.010860833821337948,7.037515103986435,0.4079517582651135,0.0005615281589815172,0.3676346296063703,0.028244284506765718,-0.17218603765378782,0.3837493227014215,0.02211174664352767,0.008437715572916218,0.005799137986841058,0.01967110803040873
58,0.028310853472827604,0.020864602094237034,-0.010033261887738213,-0.004664781461050872,-0.00647426566352307,-0.008508150490832969,7.03381551850793,0.4084937133103485,0.001182405713745604,0.3678272300967137,0.028240832975100282,-0.1720417511796628,0.3851055200489662,0.022175561879892114,0.008463068067075277,0.005801577607930651,0.01967945476612913
59,0.02827683204226915,0.014157462867347368,-0.008126908993338754,-0.004818294894053325,-0.009433276555328083,-0.005816170278785362,7.0273976728487835,0.4090911966355977,0.0017097285818480077,0.36799967920202087,0.028237314182416567,-0.17191726046705194,0.3862449123925659,0.022227979178349008,0.008484237354486267,0.0058040657193477235,0.01968796743067604
60,0.028262953670971452,0.00879628913418587,-0.005651231060255732,-0.004679085705820577,-0.011688474940007172,-0.0030122338388300952,7.019066286110924,0.4096941062761177,0.002113411017352159,0.3681513186812314,0.028236028107021895,-0.17181664430916382,0.38711704744232206,0.022267979111368835,0.00850065427842043,0.005804975332506152,0.019691079529669295
61,0.028268645722016532,0.008630667496157528,-0.0028781422279982962,-0.004445711703414351,-0.013162263780582693,-0.0003167575906036753,7.009740201406077,0.4102546611605413,0.0023776350182854056,0.3682784495054454,0.02823787184740672,-0.17174316400045547,0.38772542389549813,0.022296731277607586,0.008511966610763548,0.0058036713348103,0.019686618106894788
62,0.028286747613156284,0.012647750946695301,-8.686460161384238e-05,-0.0042906046536901055,-0.013808284711174235,0.0020750300361170163,7.000359666851106,0.410731273364431,0.002493525825770336,0.36836984636352776,0.028241862796977827,-0.17169900929780765,0.3880423917189081,0.022312575447994608,0.008517576954015511,0.005800849609950329,0.019676964045895726
63,0.028306576125693324,0.016670154506805982,0.002462080613537243,-0.004349003450514184,-0.0136158334921473,0.004009633142896242,6.991798559388816,0.4110920232398054,0.0024589977954497856,0.36841010568670857,0.02824573383671712,-0.17168507027071098,0.38801032028581783,0.02231135098533205,0.008516798795979146,0.00579811384214385,0.019667604106942328
64,0.0283180104961826,0.019319440965305433,0.004549737046239577,-0.004711382433509525,-0.012612120833448037,0.005386355244791901,6.984788863009023,0.4113169662377107,0.0022789755381212974,0.36838568559353896,0.02824703939207829,-0.17170080841030202,0.38762381949815805,0.02229163427122116,0.008509180269234168,0.005797191432411059,0.01966444825507513
65,0.028314825036416774,0.02025905825952346,0.0060164723048033155,-0.005419976344652628,-0.010861922441975811,0.006161450078947325,6.979863174526504,0.4113989736140555,0.001965349913282842,0.36828973992314756,0.02824407198246149,-0.1717442519009091,0.38689882573026035,0.022253399496281655,0.008494765469491678,0.005799288177232361,0.019671621879717296
66,0.028296220494578146,0.019493357240487237,0.006773164996545331,-0.006469508160966188,-0.008464609952076887,0.006346309134179657,6.977319138104359,0.411343285887159,0.0015367014722344158,0.3681242103192254,0.028236278902544862,-0.17181210480268713,0.3858744913599957,0.022198335753243682,0.00847420277881374,0.005804797940240193,0.019690472609514634
67,0.0282664424988556,0.017194682271802417,0.006805061219107423,-0.007811788756721347,-0.005549007573531601,0.0060013344004536204,6.9772075114324865,0.4111661115656712,0.001018649310340233,0.3678999554887672,0.028224260083747624,-0.17189994142073214,0.38461381158861524,0.022129875435137197,0.008448758442358392,0.0058133045455972445,0.019719576801560453
68,0.02823315000799058,0.01356832398599953,0.0061683456995752575,-0.009363550597974384,-0.0022676771242276395,0.00522679828491357,6.979343340737389,0.41089257807709684,0.00045454702880296937,0.3676398603051748,0.0282097061512661,-0.1720024254761482,0.38322742318816577,0.022054327137441973,0.008420753347030404,0.005823620418725957,0.019754871594190076
69,0.0282126390616417,0.008751907843698632,0.004980197176020211,-0.011016699811493856,0.0011915591004293146,0.0041515222479664195,6.983337821263746,0.4105547418574938,0.0002932612405370287,0.36753959145457815,0.02820276946726749,-0.1721129747373497,0.3828015965175618,0.022030412701037456,0.008412207698311223,0.005828542942026705,0.019771713714751456
70,0.028214250013712094,0.006198079955310078,0.003403614347574145,-0.012650166816670083,0.00413706712500473,0.0029196215781941972,6.988645676929968,0.4102029130834067,0.0007710641125224061,0.36770567014259226,0.028209195711316703,-0.17220862557361855,0.3839127463756015,0.022089412833324128,0.008434803992456849,0.0058239825182495285,0.019756110492453155
71,0.028223049307061373,0.005881240450747219,0.0016286455187826433,-0.014147005090189816,0.006399398459325273,0.0016725178336845573,6.994626772199299,0.40987115034299687,0.0011691298392392563,0.3678416662585661,0.028215159544627767,-0.1722833294696967,0.38485667174293303,0.02214021695561878,0.008453896568616353,0.005819753112812769,0.019741639913527505
72,0.028234986129464977,0.007684426109740096,-0.00014812928612018494,-0.015405552783480556,0.007915480670525575,0.000536673576016865,7.000617156922215,0.4095872036092248,0.0014387615664963728,0.36792992780652495,0.028219773398750758,-0.17233452152420653,0.3855212423164069,0.022176754205820035,0.008467116302967533,0.005816482971591885,0.019730451437026102
73,0.028245596786530203,0.009723504175313737,-0.0017438852627555484,-0.01634783909119946,0.008660264117660322,-0.0003867659438723241,7.005997893468285,0.4093724454434928,0.0015716329757483455,0.3679673553479435,0.028222526587439897,-0.1723609479065102,0.3858580564618568,0.022196036752720933,0.008473923267097672,0.005814532392031513,0.019723777737893074
74,0.028250913794071974,0.011084020208660872,-0.0030075698552662657,-0.01692539627681061,0.008644336014849513,-0.0010294051926361283,7.010256797029912,0.409240425799971,0.001568789815475011,0.3679534282795608,0.028222905120728222,-0.1723626204239933,0.38586488582099276,0.02219756746023388,0.008474181232330671,0.00581426425463382,0.019722860335833602
75,0.028248712895162374,0.011472714104959468,-0.0038338069037223356,-0.01712207344792863,0.00791261486162978,-0.0013593549007506968,7.013036567031698,0.40919614680094574,0.0014382522173533707,0.3678903667676598,0.028220603804780732,-0.17234079126623808,0.38555742430876394,0.022181873252774688,0.008468121064838786,0.005815894583533986,0.01972843832847571
76,0.028239120565762266,0.01085317965926837,-0.004171257966711397,-0.01695371414680292,0.006541453115886697,-0.0013811502483169866,7.014163936239054,0.4092361710047007,0.0011943327818776306,0.367783598941558,0.028215679934858358,-0.17229786073453773,0.38496873272768445,0.02215056879677173,0.00845635885833929,0.005819384195543475,0.01974037769584515
77,0.028224416515307004,0.00932784378895267,-0.004024670971461167,-0.016464872767592082,0.00463421410556533,-0.0011321616874230107,7.013656822795893,0.409349495146406,0.0008578039403535764,0.36764196472618355,0.02820858679215305,-0.17223722214810902,0.3841497628380958,0.02210640303455476,0.008439913346060639,0.005824414504092454,0.01975758850265423
78,0.028208301747184458,0.007001773297912393,-0.00345064689035012,-0.015723023780066254,0.0023168881949039706,-0.0006761193564916812,7.011709476918074,0.4095190162483783,0.0004625190623385989,0.36748011190396396,0.028200219052184592,-0.1721630975351738,0.38318455195419915,0.02205402677413247,0.008420499540906174,0.0058303537480946434,0.019777909307345902
79,0.028197727897993168,0.0027955752070603535,-0.00254793239360901,-0.01481091666765631,-0.0002527348082288325,-9.45145078537768e-05,7.0086585561598564,0.40972302778773684,0.0002051086623794049,0.36738074655082825,0.028194765350942758,-0.17208080491018599,0.38254839766814264,0.02201910907599814,0.008407725380392648,0.005834227594561078,0.01979116355052661
80,0.028202556276531756,0.004057410622949054,-0.001443656611106093,-0.013817678164707815,-0.002540241561705506,0.0005233775941266376,7.004934647232234,0.4099269307827704,0.0004990722495268186,0.36751683036044736,0.02820065371648045,-0.17200789607501543,0.3832372501928317,0.02205519603009319,0.008421666179390407,0.005830045098819983,0.019776853276510156
81,0.02821036391286751,0.005365005627013065,-0.00027733979880137935,-0.012825831556930027,-0.004214469583869592,0.0010941163057675068,7.001006619868056,0.4101034512175872,0.0007845281414677831,0.36765153027801406,0.028206646691735445,-0.1719553279125934,0.38392170438671736,0.022091184819908447,0.008435266571070901,0.00582579106235866,0.01976229830879678
82,0.028217009593896572,0.006599864920591455,0.0008153627897915228,-0.01190196286414388,-0.005226898439586911,0.001550462806928782,6.997328992517073,0.4102371595549495,0.0009618668729891034,0.3677406771979596,0.02821059704685706,-0.17192485493067378,0.38435422175695305,0.022113807525717823,0.008443696898584863,0.005822988477286089,0.01975270945204406
83,0.02822041300949065,0.00737554652912559,0.0017174752016939185,-0.011092071092443456,-0.005575189505026669,0.0018469947039286855,6.994293076302818,0.41031852739923325,0.001023271907382002,0.3677786163962887,0.028212153965872087,-0.17191666845659817,0.3845056301320991,0.02212145749049504,0.00844654792827467,0.005821884251383534,0.019748931426915993
84,0.028219554087845718,0.0075351513500924085,0.002342510360324339,-0.010419356928516536,-0.005290161090436362,0.001962892330493504,6.992187939586564,0.4103441059507935,0.0009730075966695386,0.3677653367218391,0.0282112569992712,-0.1719298069405192,0.3843850239264259,0.022114614158555077,0.008443999125096153,0.005822520391098682,0.019751107930006475
85,0.028214627162993913,0.007062188787594993,0.0026421212211801583,-0.009884423695313758,-0.004431574407352942,0.0019019183370417442,6.991175260956775,0.41031639208974285,0.0008223753075421715,0.3677047335766478,0.028208089854209018,-0.17196229117902737,0.3840193029530564,0.02209473392839634,0.00843659009649853,0.005824767068352731,0.019758794777929908
