state,case,path,passed,ensemble_mean,combined_sem,combined_sem_rel,mean_rel_spread,n_reports
minus,qa_lowres_state_control_short_bracket_zcos_mid_surface_m1_nonlinear_gradient_minus_delta_replicated_nonlinear_window_ensemble_gate,docs/_static/qa_lowres_state_control_short_bracket_zcos_mid_surface_m1_nonlinear_gradient_minus_delta_replicates/qa_lowres_state_control_short_bracket_zcos_mid_surface_m1_nonlinear_gradient_minus_delta_t150_ensemble_gate.json,True,10.04936375757316,0.24595894177915886,0.0244750760060611,0.07938082343110472,3
baseline,qa_lowres_state_control_short_bracket_zcos_mid_surface_m1_nonlinear_gradient_baseline_replicated_nonlinear_window_ensemble_gate,docs/_static/qa_lowres_state_control_short_bracket_zcos_mid_surface_m1_nonlinear_gradient_baseline_replicates/qa_lowres_state_control_short_bracket_zcos_mid_surface_m1_nonlinear_gradient_baseline_t150_ensemble_gate.json,True,10.22712637806693,0.34629630083620017,0.03386056728299225,0.035593124435508605,3
plus,qa_lowres_state_control_short_bracket_zcos_mid_surface_m1_nonlinear_gradient_plus_delta_replicated_nonlinear_window_ensemble_gate,docs/_static/qa_lowres_state_control_short_bracket_zcos_mid_surface_m1_nonlinear_gradient_plus_delta_replicates/qa_lowres_state_control_short_bracket_zcos_mid_surface_m1_nonlinear_gradient_plus_delta_t150_ensemble_gate.json,True,10.064398718711205,0.24343997252393348,0.0241882281622391,0.05583318733855544,3
