ky,mode_ky,gamma,omega,kperp_eff2,heat_flux_weight_total,particle_flux_weight_total,amplitude2,saturated_heat_flux_total,saturated_particle_flux_total
4.761904761904761640e-02,4.761904761904761640e-02,-1.989074793512667430e-02,-1.502676486833233634e-02,5.528177134272128576e-03,1.626959835368909160e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.523809523809523281e-02,9.523809523809523281e-02,-1.796238581229368803e-02,-2.821925884835877960e-02,2.193958988938025240e-02,6.163020726872670690e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.428571428571428492e-01,1.428571428571428492e-01,-1.075619339021382376e-02,-2.937956125289241036e-02,4.859281845737695865e-02,1.278382191737992835e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.904761904761904656e-01,1.904761904761904656e-01,8.503240306255370473e-03,-2.195547707494447873e-02,8.418140266174706232e-02,2.060981467525187516e-01,0.000000000000000000e+00,1.010109125933979501e-01,2.081816188727997688e-02,0.000000000000000000e+00
2.380952380952380820e-01,2.380952380952380543e-01,2.062648741045322240e-02,-9.818876728770293064e-03,1.267365424125577178e-01,2.901751357255364927e-01,0.000000000000000000e+00,1.627509084420898922e-01,4.722626694663779878e-02,0.000000000000000000e+00
2.857142857142856984e-01,2.857142857142856984e-01,3.280622572567351569e-02,2.546171105264310314e-02,1.739032796166819217e-01,3.772682727846673467e-01,0.000000000000000000e+00,1.886463889466897248e-01,7.117029732498218741e-02,0.000000000000000000e+00
