ky,mode_ky,gamma,omega,kperp_eff2,heat_flux_weight_total,particle_flux_weight_total,amplitude2,saturated_heat_flux_total,saturated_particle_flux_total
9.523809523809523281e-02,9.523809523809523281e-02,-2.340560377164302777e-02,6.075171879751142118e-02,2.025807337372416417e-02,4.842237105997603680e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.904761904761904656e-01,1.904761904761904656e-01,2.650818981317575387e-02,1.420370411575137271e-01,7.697500125799047743e-02,1.548434819762599668e-01,0.000000000000000000e+00,3.443740094830338161e-01,5.332407073047852608e-02,0.000000000000000000e+00
2.857142857142856984e-01,2.857142857142856984e-01,6.147058860494086785e-02,2.345218843606113324e-01,1.582803079980043270e-01,2.693063404199264599e-01,0.000000000000000000e+00,3.883653587893948211e-01,1.045892535214436453e-01,0.000000000000000000e+00
3.809523809523809312e-01,3.809523809523809312e-01,8.112464339295075155e-02,3.237693399861532040e-01,2.533267716555019922e-01,3.740075273249213739e-01,0.000000000000000000e+00,3.202371500761546641e-01,1.197711046575623689e-01,0.000000000000000000e+00
4.761904761904761640e-01,4.761904761904761085e-01,8.909385434890992883e-02,4.078026573314052494e-01,3.587273102582841933e-01,4.593396696349079655e-01,0.000000000000000000e+00,2.483609466052702219e-01,1.140820351638778402e-01,0.000000000000000000e+00
