case,status,steps,dt,grid_run_s,spectral_run_s,speedup_grid_over_spectral,max_rel_diff,grid_Wg_end,spectral_Wg_end,Wg_end_rel_diff,grid_Wphi_end,spectral_Wphi_end,Wphi_end_rel_diff,grid_heat_end,spectral_heat_end,heat_end_rel_diff,grid_particle_end,spectral_particle_end,particle_end_rel_diff,grid_gamma_end,spectral_gamma_end,gamma_end_rel_diff,grid_omega_end,spectral_omega_end,omega_end_rel_diff
cyclone,pass,2,0.05,44.11890311399475,26.53882481600158,1.6624286651680698,2.1377279236217698e-05,0.0001525859406683594,0.00015258592611644417,9.536865037909992e-08,1.274715305044083e-05,1.274715305044083e-05,0.0,1.4736817774974043e-06,1.4736808680027025e-06,6.171581379783535e-07,0.0,0.0,0.0,0.0026796453166753054,0.0026796453166753054,0.0,0.2404843270778656,0.24047918617725372,2.1377279236217698e-05
kbm,pass,2,0.0003,39.84051146591082,14.794546998105943,2.692918645701782,0.0,4.6667323268216924e-20,4.6667323268216924e-20,0.0,2.893217673181934e-20,2.893217673181934e-20,0.0,5.816530200571433e-23,5.816530200571433e-23,0.0,-5.509698807181194e-24,-5.509698807181194e-24,0.0,-0.013113046996295452,-0.013113046996295452,0.0,0.17076025903224945,0.17076025903224945,0.0
w7x,pass,2,0.05,26.40506960498169,16.22092544590123,1.6278398968693757,9.946976874617782e-06,0.00032690720399841666,0.00032690720399841666,0.0,1.6831034372444265e-05,1.6831036191433668e-05,1.0807352458024244e-07,4.613887085724855e-06,4.6138766265357845e-06,2.2668931588614086e-06,0.0,0.0,0.0,-0.0001084807445295155,-0.0001084807445295155,0.0,-0.03894954174757004,-0.038949154317379,9.946976874617782e-06
hsx,pass,2,0.05,13.012810204876587,17.61921246210113,0.7385579936031249,1.7398628638425778e-05,0.0003268892178311944,0.0003268892178311944,0.0,1.7206779375555925e-05,1.7206779375555925e-05,0.0,4.623409495252417e-06,4.623398126568645e-06,2.4589394004220524e-06,0.0,0.0,0.0,8.583050657762215e-05,8.583050657762215e-05,0.0,-0.022374914959073067,-0.022374525666236877,1.7398628638425778e-05
