ky,kx,gamma_gx,omega_gx,gamma_sp,omega_sp,gx_source,abs_gamma,abs_omega,rel_gamma,rel_omega
0.0,-0.05,4.901835,-0.00016,4.901937199028646,2.658213569271843e-07,readme,0.00010219902864605501,0.0001602658213569272,2.084913683264635e-05,1.0016613834807948
0.0,0.0,0.0,0.0,0.0,0.0,readme,0.0,0.0,0.0,0.0
0.0,0.05,4.901835,0.00016,4.901937199028646,-2.658213569271843e-07,readme,0.00010219902864605501,0.0001602658213569272,2.084913683264635e-05,1.0016613834807948
0.1,-0.05,4.901835,0.000164,4.901937332074595,2.991500078424391e-07,readme,0.00010233207459453553,0.00016370084999215757,2.087627890260189e-05,0.9981759145863266
0.1,0.0,0.0,0.0,0.0,-2.194481449390267e-26,readme,0.0,2.194481449390267e-26,0.0,2.194481449390267e-14
0.1,0.05,4.901835,-0.000164,4.901937332074595,-2.9915000777097786e-07,readme,0.00010233207459453553,0.00016370084999222902,2.087627890260189e-05,0.9981759145867624
