objective,parameter,implicit,finite_difference,abs_error,rel_error,passed
gamma,Zcos_mid_surface_m1,54.50671019990437,54.50670521897627,4.980928096642856e-06,9.138193322513957e-08,True
omega,Zcos_mid_surface_m1,-98.54166737017339,-98.5416221568336,4.521333978857456e-05,4.5882479706509614e-07,True
kperp_eff2,Zcos_mid_surface_m1,17.177309886882,17.177315064724475,5.1778424747794816e-06,3.0143491315547655e-07,True
linear_heat_flux_weight,Zcos_mid_surface_m1,-101.0781396185614,-101.07786152824261,0.0002780903187868944,2.7512485383279696e-06,True
mixing_length_heat_flux_proxy,Zcos_mid_surface_m1,-1182.9920217180477,-1182.990167745146,0.0018539729016993078,1.5671921477023748e-06,True
