ky,omega_ref,omega_gkx,gamma_ref,gamma_gkx,rel_free_energy,rel_electrostatic_energy,rel_magnetic_energy
0.01,0.07910074,0.07906036,-37.50051880,-37.50038147,0.00217,0.00238,0.00217
