t,heat_flux,wphi,wg
5.0000000745058060e-02,4.5829139594388835e-07,6.2567792156187352e-06,8.0117613833863288e-05
2.5499987602233887e+00,2.1760806703241542e-05,5.9077169680676889e-06,1.5128080849535763e-04
5.0500011444091797e+00,4.6587123506469652e-05,7.0383202910306863e-06,3.5902444506064057e-04
7.5500106811523438e+00,9.1143025201745331e-05,1.1630877452262212e-05,7.4362679151818156e-04
1.0050020217895508e+01,1.7835386097431183e-04,2.1808788005728275e-05,1.4709676615893841e-03
1.2550029754638672e+01,3.5124222631566226e-04,4.2873074562521651e-05,2.8808095958083868e-03
1.5050039291381836e+01,7.0043688174337149e-04,8.6546606326010078e-05,5.6661851704120636e-03
1.7550018310546875e+01,1.4164017047733068e-03,1.7734096036292613e-04,1.1274250224232674e-02
2.0049980163574219e+01,2.9003378003835678e-03,3.6697043105959892e-04,2.2739516571164131e-02
2.2549942016601562e+01,6.0004452243447304e-03,7.6531380182132125e-04,4.6447757631540298e-02
2.5049903869628906e+01,1.2518171221017838e-02,1.6067321412265301e-03,9.5896609127521515e-02
2.7549865722656250e+01,2.6286575943231583e-02,3.3924111630767584e-03,1.9972285628318787e-01
3.0049827575683594e+01,5.5456757545471191e-02,7.1958717890083790e-03,4.1877755522727966e-01
3.2549789428710938e+01,1.1727860569953918e-01,1.5316993929445744e-02,8.8222092390060425e-01
3.5049751281738281e+01,2.4774858355522156e-01,3.2667912542819977e-02,1.8624657392501831e+00
3.7549713134765625e+01,5.1961153745651245e-01,6.9644950330257416e-02,3.9244213104248047e+00
4.0049674987792969e+01,1.0705381631851196e+00,1.4780779182910919e-01,8.1972627639770508e+00
4.2549636840820312e+01,2.1298465728759766e+00,3.0999499559402466e-01,1.6781667709350586e+01
4.5049598693847656e+01,3.9764611721038818e+00,6.3451361656188965e-01,3.3069496154785156e+01
4.7549560546875000e+01,6.5124592781066895e+00,1.2346996068954468e+00,6.0622848510742188e+01
5.0049522399902344e+01,8.4272260665893555e+00,2.0304422378540039e+00,9.7183166503906250e+01
5.2549484252929688e+01,9.0559396743774414e+00,2.6857068538665771e+00,1.3081425476074219e+02
5.5049446105957031e+01,9.6056089401245117e+00,3.3439621925354004e+00,1.5801869201660156e+02
5.7549407958984375e+01,9.2364330291748047e+00,3.7170386314392090e+00,1.7437179565429688e+02
6.0049369812011719e+01,9.9470834732055664e+00,3.7022304534912109e+00,1.8517906188964844e+02
6.2549331665039062e+01,1.0438476562500000e+01,3.8604705333709717e+00,1.9638896179199219e+02
6.5049369812011719e+01,1.0885118484497070e+01,4.1390957832336426e+00,2.0637426757812500e+02
6.7549522399902344e+01,1.1395040512084961e+01,4.5438499450683594e+00,2.1656301879882812e+02
7.0049674987792969e+01,1.1070855140686035e+01,4.5227975845336914e+00,2.2373422241210938e+02
7.2549827575683594e+01,1.1746509552001953e+01,4.4846382141113281e+00,2.2929684448242188e+02
7.5049980163574219e+01,1.2593330383300781e+01,4.5519838333129883e+00,2.4129116821289062e+02
7.7550132751464844e+01,1.2514883041381836e+01,4.7154688835144043e+00,2.5160234069824219e+02
8.0050285339355469e+01,1.2658287048339844e+01,4.9412984848022461e+00,2.5847354125976562e+02
8.2550437927246094e+01,1.2880776405334473e+01,4.8407840728759766e+00,2.6439160156250000e+02
8.5050590515136719e+01,1.4607293128967285e+01,4.8476095199584961e+00,2.7650274658203125e+02
8.7550743103027344e+01,1.5240615844726562e+01,5.5370559692382812e+00,2.9575256347656250e+02
9.0050895690917969e+01,1.5495542526245117e+01,5.9238691329956055e+00,3.1321978759765625e+02
9.2551048278808594e+01,1.5693992614746094e+01,5.9779582023620605e+00,3.2462902832031250e+02
9.5051200866699219e+01,1.6657173156738281e+01,6.2215585708618164e+00,3.3900021362304688e+02
9.7551353454589844e+01,1.6548719406127930e+01,6.0488114356994629e+00,3.5164996337890625e+02
1.0005150604248047e+02,1.7828624725341797e+01,6.1662902832031250e+00,3.6232299804687500e+02
1.0255165863037109e+02,1.9706298828125000e+01,6.3088517189025879e+00,3.8323849487304688e+02
1.0505181121826172e+02,2.1611316680908203e+01,6.9869890213012695e+00,4.1267208862304688e+02
1.0755196380615234e+02,2.2277925491333008e+01,8.1536922454833984e+00,4.4506234741210938e+02
1.1005211639404297e+02,2.1975522994995117e+01,8.4169454574584961e+00,4.7101681518554688e+02
1.1255226898193359e+02,2.1906335830688477e+01,8.9484977722167969e+00,4.8831991577148438e+02
1.1505242156982422e+02,2.1607475280761719e+01,9.0434494018554688e+00,5.0051452636718750e+02
1.1755257415771484e+02,2.0704076766967773e+01,9.8155899047851562e+00,5.0204650878906250e+02
1.2005272674560547e+02,1.8854747772216797e+01,8.9179773330688477e+00,4.9065414428710938e+02
1.2255287933349609e+02,1.8920640945434570e+01,8.4602890014648438e+00,4.7342233276367188e+02
1.2505303192138672e+02,1.8306123733520508e+01,8.6371955871582031e+00,4.6000616455078125e+02
1.2755318450927734e+02,1.7283161163330078e+01,7.4044976234436035e+00,4.4336898803710938e+02
1.3005332946777344e+02,1.6467733383178711e+01,7.3691177368164062e+00,4.2420126342773438e+02
1.3255348205566406e+02,1.4894607543945312e+01,7.6430163383483887e+00,4.0440258789062500e+02
1.3505363464355469e+02,1.3661381721496582e+01,6.9964938163757324e+00,3.8049087524414062e+02
1.3755378723144531e+02,1.3824704170227051e+01,6.2783703804016113e+00,3.6044329833984375e+02
1.4005393981933594e+02,1.4024674415588379e+01,6.2084956169128418e+00,3.4979733276367188e+02
1.4255409240722656e+02,1.3886671066284180e+01,5.5946669578552246e+00,3.4324450683593750e+02
1.4505424499511719e+02,1.4084670066833496e+01,5.7732644081115723e+00,3.3889190673828125e+02
1.4755439758300781e+02,1.4079454421997070e+01,5.5317234992980957e+00,3.3728842163085938e+02
1.5005455017089844e+02,1.4573288917541504e+01,5.4625034332275391e+00,3.3976663208007812e+02
1.5255470275878906e+02,1.5836994171142578e+01,5.5533328056335449e+00,3.4953469848632812e+02
1.5505485534667969e+02,1.6647438049316406e+01,5.7904062271118164e+00,3.6588867187500000e+02
1.5755500793457031e+02,1.7031152725219727e+01,5.6939382553100586e+00,3.8264535522460938e+02
1.6005516052246094e+02,1.8258182525634766e+01,6.0533251762390137e+00,4.0114880371093750e+02
1.6255531311035156e+02,1.9415790557861328e+01,6.7327456474304199e+00,4.2551693725585938e+02
1.6505546569824219e+02,2.0110040664672852e+01,6.2715129852294922e+00,4.5193865966796875e+02
1.6755561828613281e+02,2.2000041961669922e+01,7.1263718605041504e+00,4.8142926025390625e+02
1.7005577087402344e+02,2.1637886047363281e+01,7.8626475334167480e+00,5.1139367675781250e+02
1.7255592346191406e+02,2.2497676849365234e+01,8.1683902740478516e+00,5.3340795898437500e+02
1.7505607604980469e+02,2.2043241500854492e+01,9.1516847610473633e+00,5.5200579833984375e+02
1.7755622863769531e+02,2.1782911300659180e+01,8.6102895736694336e+00,5.6310345458984375e+02
1.8005638122558594e+02,2.2449840545654297e+01,9.0318136215209961e+00,5.6886676025390625e+02
1.8255653381347656e+02,2.2138114929199219e+01,9.5342807769775391e+00,5.7360101318359375e+02
1.8505668640136719e+02,2.0578483581542969e+01,9.1390066146850586e+00,5.6708288574218750e+02
1.8755683898925781e+02,2.1100595474243164e+01,8.9878959655761719e+00,5.5639880371093750e+02
1.9005699157714844e+02,2.1601917266845703e+01,8.9364433288574219e+00,5.5181726074218750e+02
1.9255714416503906e+02,2.2120952606201172e+01,8.3561782836914062e+00,5.5368701171875000e+02
1.9505729675292969e+02,2.3796226501464844e+01,8.8727989196777344e+00,5.6414617919921875e+02
1.9755744934082031e+02,2.4086355209350586e+01,8.9927854537963867e+00,5.8175299072265625e+02
2.0005760192871094e+02,2.5022722244262695e+01,8.6167469024658203e+00,5.9683117675781250e+02
2.0255775451660156e+02,2.6683145523071289e+01,9.5522766113281250e+00,6.1774078369140625e+02
2.0505790710449219e+02,2.5463466644287109e+01,9.7301445007324219e+00,6.3792675781250000e+02
2.0755805969238281e+02,2.5074632644653320e+01,9.5415134429931641e+00,6.4398828125000000e+02
2.1005821228027344e+02,2.5685222625732422e+01,9.0172376632690430e+00,6.5141296386718750e+02
2.1255836486816406e+02,2.6957134246826172e+01,9.8614072799682617e+00,6.6895721435546875e+02
2.1505851745605469e+02,2.6167032241821289e+01,9.7601747512817383e+00,6.8541668701171875e+02
2.1755867004394531e+02,2.6498210906982422e+01,1.0426480293273926e+01,7.0181286621093750e+02
2.2005882263183594e+02,2.5413246154785156e+01,1.0310000419616699e+01,7.1413104248046875e+02
2.2255897521972656e+02,2.5347301483154297e+01,1.0834295272827148e+01,7.1426702880859375e+02
2.2505912780761719e+02,2.3989370346069336e+01,1.0891127586364746e+01,7.0738635253906250e+02
2.2755928039550781e+02,2.2719181060791016e+01,1.0502421379089355e+01,6.8300622558593750e+02
2.3005943298339844e+02,2.1555444717407227e+01,1.0110918045043945e+01,6.5457806396484375e+02
2.3255958557128906e+02,2.1535739898681641e+01,9.3255462646484375e+00,6.2659906005859375e+02
2.3505973815917969e+02,2.0571481704711914e+01,9.4451017379760742e+00,6.0203985595703125e+02
2.3755989074707031e+02,1.9991901397705078e+01,8.5193557739257812e+00,5.7765325927734375e+02
2.4006004333496094e+02,1.9727737426757812e+01,8.5278873443603516e+00,5.5661956787109375e+02
2.4256019592285156e+02,1.7664407730102539e+01,8.8018178939819336e+00,5.3150799560546875e+02
2.4506034851074219e+02,1.7683820724487305e+01,7.5590076446533203e+00,5.0584609985351562e+02
2.4756050109863281e+02,1.7172090530395508e+01,7.3717913627624512e+00,4.8841159057617188e+02
2.5001065063476562e+02,1.7172090530395508e+01,7.3717913627624512e+00,4.8841159057617188e+02
2.5006065368652344e+02,1.7691732406616211e+01,6.9860568046569824e+00,4.7327310180664062e+02
2.5256065368652344e+02,1.7850845336914062e+01,7.1865077018737793e+00,4.6902795410156250e+02
2.5506065368652344e+02,1.7924753189086914e+01,6.6286358833312988e+00,4.6783132934570312e+02
2.5756066894531250e+02,1.8997238159179688e+01,6.9355993270874023e+00,4.7323391723632812e+02
2.6006066894531250e+02,1.9820995330810547e+01,7.3237657546997070e+00,4.8668014526367188e+02
2.6256066894531250e+02,2.0954782485961914e+01,7.2237725257873535e+00,5.0414617919921875e+02
2.6506069946289062e+02,2.1472885131835938e+01,7.8473129272460938e+00,5.2560949707031250e+02
2.6756066894531250e+02,2.1647399902343750e+01,7.9395961761474609e+00,5.4444293212890625e+02
2.7006063842773438e+02,2.2021602630615234e+01,7.8976354598999023e+00,5.6455255126953125e+02
2.7256060791015625e+02,2.1881641387939453e+01,8.6496276855468750e+00,5.8091082763671875e+02
2.7506054687500000e+02,2.1710042953491211e+01,9.0158920288085938e+00,5.9238140869140625e+02
2.7756051635742188e+02,1.9562713623046875e+01,9.2204675674438477e+00,5.8719812011718750e+02
2.8006048583984375e+02,1.8462112426757812e+01,8.8785505294799805e+00,5.6679241943359375e+02
2.8256042480468750e+02,1.7994918823242188e+01,8.1532850265502930e+00,5.4657482910156250e+02
2.8506039428710938e+02,1.7338584899902344e+01,7.7681646347045898e+00,5.2310516357421875e+02
2.8756036376953125e+02,1.8159591674804688e+01,7.6256136894226074e+00,5.0403448486328125e+02
2.9006033325195312e+02,1.9632583618164062e+01,7.3536825180053711e+00,4.9966616821289062e+02
2.9256030273437500e+02,1.9928873062133789e+01,7.7534937858581543e+00,5.0518734741210938e+02
2.9506024169921875e+02,1.9822822570800781e+01,7.5557436943054199e+00,5.0786938476562500e+02
2.9756021118164062e+02,1.9477682113647461e+01,8.0986089706420898e+00,5.0856588745117188e+02
3.0006018066406250e+02,1.9938591003417969e+01,7.6549406051635742e+00,5.0713299560546875e+02
3.0256011962890625e+02,2.1355743408203125e+01,7.6502165794372559e+00,5.1352770996093750e+02
3.0506008911132812e+02,2.1598083496093750e+01,7.6672072410583496e+00,5.2422821044921875e+02
3.0756005859375000e+02,2.1418952941894531e+01,7.9648151397705078e+00,5.3066802978515625e+02
3.1006002807617188e+02,2.1313865661621094e+01,8.2256851196289062e+00,5.3050524902343750e+02
3.1255999755859375e+02,2.1170970916748047e+01,8.5521707534790039e+00,5.3139227294921875e+02
3.1506002807617188e+02,2.0972448348999023e+01,8.6920700073242188e+00,5.3338104248046875e+02
3.1756018066406250e+02,2.0954753875732422e+01,8.4879589080810547e+00,5.3460864257812500e+02
3.2006033325195312e+02,2.1693235397338867e+01,7.9418468475341797e+00,5.3572204589843750e+02
3.2256048583984375e+02,2.1884395599365234e+01,8.5332508087158203e+00,5.4559259033203125e+02
3.2506063842773438e+02,2.2200580596923828e+01,8.3171510696411133e+00,5.5295281982421875e+02
3.2756079101562500e+02,2.2965097427368164e+01,8.5977048873901367e+00,5.6613208007812500e+02
3.3006094360351562e+02,2.4304538726806641e+01,8.8062191009521484e+00,5.8441931152343750e+02
3.3256109619140625e+02,2.4135702133178711e+01,1.1341751098632812e+01,6.0697412109375000e+02
3.3506124877929688e+02,2.2717384338378906e+01,9.8870925903320312e+00,6.1768591308593750e+02
3.3756140136718750e+02,2.2299297332763672e+01,1.1633630752563477e+01,6.1351739501953125e+02
3.4006155395507812e+02,2.1157848358154297e+01,9.8322877883911133e+00,5.9991815185546875e+02
3.4256170654296875e+02,2.0816198348999023e+01,9.2487516403198242e+00,5.7871697998046875e+02
3.4506185913085938e+02,2.0929931640625000e+01,9.0674161911010742e+00,5.6235607910156250e+02
3.4756201171875000e+02,2.0145734786987305e+01,8.9456052780151367e+00,5.4302893066406250e+02
3.5001214599609375e+02,2.0145734786987305e+01,8.9456052780151367e+00,5.4302893066406250e+02
