horizon,grid_gate_passed,grid_common_relative_difference,grid_least_relative_difference,common_heat_flux_mean,common_heat_flux_half_spread,least_heat_flux_mean,least_heat_flux_half_spread,gate_json
450.0,True,0.07890425433701367,0.07890425433701367,7.140644541883891,0.2817136165315075,7.140644541883891,0.2817136165315075,docs/_static/external_vmec_shaped_tokamak_pressure_t450_dt0p04_high_grid_convergence_gate.json
650.0,True,0.09833277488722747,0.09811850067630225,7.445370742460576,0.36606198258516276,8.082249507759556,0.39650910189657473,docs/_static/external_vmec_shaped_tokamak_pressure_t650_dt0p04_high_grid_convergence_gate.json
