kernel,seconds,repeats,norm
field_solve,0.002246770984493196,10,0.053106553852558136
nonlinear_bracket,0.0015239558881148696,10,5.7965051382780075e-05
linear_rhs,0.007876594713889063,10,0.06520650535821915
full_rhs,0.007291096495464444,10,0.06520630419254303
