kernel,seconds,repeats,norm
field_solve,0.0011064584134146572,5,0.07361780852079391
nonlinear_bracket,0.14141712500713766,5,0.0005400702357292175
linear_rhs,0.1791108249919489,5,0.10906653106212616
full_rhs,0.30949455841910095,5,0.10906752198934555
