label,plus_mean,minus_mean,baseline_mean,plus_minus_difference,plus_baseline_difference,baseline_minus_difference
dt0p04,14.920211728695133,16.36037997018053,15.654428089611947,-1.4401682414853987,-0.7342163609168146,-0.705951880568584
seed31,18.060181587464022,17.141703504731744,15.401224974748901,0.9184780827322783,2.658956612715121,-1.740478529982843
seed32,15.636023731022528,16.203121148621427,16.926284229363738,-0.5670974175988999,-1.29026049834121,0.7231630807423102
seed33,15.465671900864287,16.455729998077473,17.162576324337913,-0.9900580972131863,-1.696904423473626,0.7068463262604396
