ky,mode_ky,gamma,omega,kperp_eff2,heat_flux_weight_total,particle_flux_weight_total,amplitude2,saturated_heat_flux_total,saturated_particle_flux_total
9.523809523809523281e-02,9.523809523809523281e-02,-2.340097159218390566e-02,6.100557887776179855e-02,2.030363469778316554e-02,4.837229588704995698e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.904761904761904656e-01,1.904761904761904656e-01,2.649193416348249314e-02,1.425509335894881713e-01,7.714975245798980086e-02,1.546037818877899206e-01,0.000000000000000000e+00,3.433832685063777923e-01,5.308835194807643570e-02,0.000000000000000000e+00
2.857142857142856984e-01,2.857142857142856984e-01,6.136398953145114077e-02,2.352338900096136720e-01,1.586495554937880914e-01,2.687298750930386948e-01,0.000000000000000000e+00,3.867895459300788596e-01,1.039419063650832420e-01,0.000000000000000000e+00
3.809523809523809312e-01,3.809523809523809312e-01,8.089309377045629523e-02,3.245999163042211366e-01,2.539388172130891963e-01,3.730038606615540542e-01,0.000000000000000000e+00,3.185534793704894452e-01,1.188216776323632734e-01,0.000000000000000000e+00
4.761904761904761640e-01,4.761904761904761085e-01,8.873669308711924775e-02,4.086830197920238161e-01,3.596248749137392342e-01,4.578714573645757402e-01,0.000000000000000000e+00,2.467479289590407687e-01,1.129788338341668058e-01,0.000000000000000000e+00
