ky,serial_gamma,batched_gamma,gamma_rel_error,serial_omega,batched_omega,omega_abs_error,serial_ql_proxy,batched_ql_proxy,ql_rel_error
0.1,0.027233179658651352,0.027233179658651352,0.0,-0.015088805928826332,-0.015088805928826332,0.0,0.30259090662002563,0.30259090662002563,0.0
0.2,0.0707269161939621,0.0707269161939621,0.0,-0.032453201711177826,-0.032453201711177826,0.0,0.5893909335136414,0.5893909931182861,1.0112921897196283e-07
0.3,0.11149345338344574,0.11149344593286514,6.682527422753659e-08,-0.050417982041835785,-0.050417982041835785,0.0,0.6558438539505005,0.6558437943458557,9.08823714918723e-08
0.4,0.14679548144340515,0.14679548144340515,0.0,-0.06848134845495224,-0.06848134845495224,0.0,0.6116478443145752,0.6116478443145752,0.0
0.5,0.17477905750274658,0.17477905750274658,0.0,-0.08650770038366318,-0.08650770038366318,0.0,0.5296335220336914,0.5296335220336914,0.0
0.6,0.19433468580245972,0.19433468580245972,0.0,-0.10446222126483917,-0.10446222126483917,0.0,0.4416697323322296,0.4416697025299072,6.747648798645234e-08
