case_id,root,has_wout_final,gate_passed,gate_blockers,diagnostic_gate_passed,diagnostic_gate_blockers,aspect_final,iota_final,qs_final,transport_metric_kind,transport_metric_final,q_trace_count,total_wall_time_s
qa_baseline_scipy,tools_out/vmec_jax_qa_full_sweep_20260605/runs/qa_baseline_scipy,True,True,,True,,4.999998728306325,0.4102000063210299,8.911808800393997e-06,nonlinear_window_heat_flux,nan,0,957.1193381184712
growth_from_strict_baseline,tools_out/vmec_jax_qa_full_sweep_20260605/runs/growth_from_strict_baseline,True,False,mean_iota,True,,5.004308467177267,0.40997669004694615,0.0005097840112125825,growth,0.06974835426425598,0,221.87807350046933
quasilinear_from_strict_baseline,tools_out/vmec_jax_qa_full_sweep_20260605/runs/quasilinear_from_strict_baseline,True,False,mean_iota,True,,5.004321533731939,0.4099789731090947,0.0006924652318489914,quasilinear_flux,0.081787646664499,0,266.4950315095484
nonlinear_window_from_strict_baseline,tools_out/vmec_jax_qa_full_sweep_20260605/runs/nonlinear_window_from_strict_baseline,True,False,mean_iota,True,,5.004339789413262,0.4099940357439537,0.0004423338587686629,nonlinear_window_heat_flux,0.06364721463489577,0,364.24462608620524
