ky,gamma,omega
4.761904761904761640e-02,-1.989074793512667430e-02,-1.502676486833233634e-02
9.523809523809523281e-02,-1.796238581229368803e-02,-2.821925884835877960e-02
1.428571428571428492e-01,-1.075619339021382376e-02,-2.937956125289241036e-02
1.904761904761904656e-01,8.503240306255370473e-03,-2.195547707494447873e-02
2.380952380952380820e-01,2.062648741045322240e-02,-9.818876728770293064e-03
2.857142857142856984e-01,3.280622572567351569e-02,2.546171105264310314e-02
