ky,mode_ky,gamma,omega,kperp_eff2,heat_flux_weight_total,particle_flux_weight_total,amplitude2,saturated_heat_flux_total,saturated_particle_flux_total
1.000000000000000056e-01,1.063829809427261353e-01,-6.609890609979629517e-03,9.825229644775390625e-03,1.626165956258773804e-02,2.196224778890609741e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000111e-01,2.127659618854522705e-01,6.617913395166397095e-02,1.017561331391334534e-01,6.546458601951599121e-02,2.989374995231628418e-01,0.000000000000000000e+00,1.010915030180362884e+00,3.022004113525003643e-01,0.000000000000000000e+00
2.999999999999999889e-01,2.836879491806030273e-01,8.031920343637466431e-02,2.091928422451019287e-01,1.157069951295852661e-01,3.554449677467346191e-01,0.000000000000000000e+00,6.941603085139469442e-01,2.467357884708032134e-01,0.000000000000000000e+00
4.000000000000000222e-01,3.900709450244903564e-01,2.360670268535614014e-02,3.400345742702484131e-01,2.169528305530548096e-01,5.290068984031677246e-01,0.000000000000000000e+00,1.088103004933288070e-01,5.756139957829254500e-02,0.000000000000000000e+00
5.000000000000000000e-01,4.964539408683776855e-01,4.526854678988456726e-02,2.453541159629821777e-01,3.669490814208984375e-01,6.040991544723510742e-01,0.000000000000000000e+00,1.233646548850753921e-01,7.452448370784743592e-02,0.000000000000000000e+00
