kernel,seconds,repeats,norm
field_solve,0.001891366601921618,5,0.07550182938575745
nonlinear_bracket,0.1400888168020174,5,0.0005875616334378719
linear_rhs,0.18048769999295472,5,0.11344706267118454
full_rhs,0.3086076334118843,5,0.11345014721155167
