t,heat_flux,wphi,wg
5.0000000745058060e-02,1.1761488849515445e-06,1.0553645552136004e-05,1.5215302119031549e-04
2.5499987602233887e+00,4.5542314182966948e-05,9.6071280495380051e-06,3.1552364816889167e-04
5.0500011444091797e+00,9.5919829618651420e-05,1.1549658665899187e-05,7.5033039320260286e-04
7.5500106811523438e+00,1.9630471069831401e-04,1.8049708160106093e-05,1.5994418645277619e-03
1.0050020217895508e+01,4.1447204421274364e-04,3.3674623409751803e-05,3.3400326501578093e-03
1.2550029754638672e+01,9.1017218073830009e-04,7.0175585278775543e-05,7.0996885187923908e-03
1.5050039291381836e+01,2.0525890868157148e-03,1.5439112030435354e-04,1.5517571009695530e-02
1.7550018310546875e+01,4.7085247933864594e-03,3.4980906639248133e-04,3.4740675240755081e-02
2.0049980163574219e+01,1.0968741029500961e-02,8.1019790377467871e-04,7.9306460916996002e-02
2.2549942016601562e+01,2.5902468711137772e-02,1.9079069606959820e-03,1.8416383862495422e-01
2.5049903869628906e+01,6.1798103153705597e-02,4.5479345135390759e-03,4.3378338217735291e-01
2.7549865722656250e+01,1.4822193980216980e-01,1.0923023335635662e-02,1.0322531461715698e+00
3.0049827575683594e+01,3.5456800460815430e-01,2.6267912238836288e-02,2.4672729969024658e+00
3.2549789428710938e+01,8.3501249551773071e-01,6.2643244862556458e-02,5.8690662384033203e+00
3.5049751281738281e+01,1.9010131359100342e+00,1.4613543450832367e-01,1.3702376365661621e+01
3.7549713134765625e+01,4.1137566566467285e+00,3.2916527986526489e-01,3.0873601913452148e+01
4.0049674987792969e+01,8.3031845092773438e+00,7.1243625879287720e-01,6.6050773620605469e+01
4.2549636840820312e+01,1.4121272087097168e+01,1.4518001079559326e+00,1.2863781738281250e+02
4.5049598693847656e+01,1.6177433013916016e+01,2.5354118347167969e+00,2.0269828796386719e+02
4.7549560546875000e+01,9.0610303878784180e+00,3.2821388244628906e+00,2.2423336791992188e+02
5.0049522399902344e+01,6.0396757125854492e+00,2.8996591567993164e+00,1.8169291687011719e+02
5.2549484252929688e+01,5.6295680999755859e+00,2.3888771533966064e+00,1.4477783203125000e+02
5.5049446105957031e+01,5.5236005783081055e+00,2.0429382324218750e+00,1.2564692687988281e+02
5.7549407958984375e+01,5.6287865638732910e+00,1.8637125492095947e+00,1.1867815399169922e+02
6.0049369812011719e+01,5.8047060966491699e+00,1.8511654138565063e+00,1.1785321044921875e+02
6.2549331665039062e+01,6.0279316902160645e+00,1.9079269170761108e+00,1.2026428222656250e+02
6.5049369812011719e+01,6.3676414489746094e+00,2.0022432804107666e+00,1.2511511993408203e+02
6.7549522399902344e+01,6.5092592239379883e+00,2.1607182025909424e+00,1.3095111083984375e+02
7.0049674987792969e+01,6.8699827194213867e+00,2.2188150882720947e+00,1.3701033020019531e+02
7.2549827575683594e+01,7.0972123146057129e+00,2.3195836544036865e+00,1.4404364013671875e+02
7.5049980163574219e+01,7.2778692245483398e+00,2.4562673568725586e+00,1.5084185791015625e+02
7.7550132751464844e+01,7.2968926429748535e+00,2.6000032424926758e+00,1.5612986755371094e+02
8.0050285339355469e+01,7.1448264122009277e+00,2.6876652240753174e+00,1.5855972290039062e+02
8.2550437927246094e+01,7.2321729660034180e+00,2.7678432464599609e+00,1.5971229553222656e+02
8.5050590515136719e+01,7.0592536926269531e+00,2.8559288978576660e+00,1.6017282104492188e+02
8.7550743103027344e+01,6.7812514305114746e+00,2.8544569015502930e+00,1.5852040100097656e+02
9.0050895690917969e+01,6.4068255424499512e+00,2.7878723144531250e+00,1.5492105102539062e+02
9.2551048278808594e+01,6.4469480514526367e+00,2.6873331069946289e+00,1.5150015258789062e+02
9.5051200866699219e+01,6.4814581871032715e+00,2.6461992263793945e+00,1.5024819946289062e+02
9.7551353454589844e+01,6.2428793907165527e+00,2.6376478672027588e+00,1.4872367858886719e+02
1.0005150604248047e+02,6.0913538932800293e+00,2.5580265522003174e+00,1.4655718994140625e+02
1.0255165863037109e+02,5.9161891937255859e+00,2.5246663093566895e+00,1.4380097961425781e+02
1.0505181121826172e+02,5.6606006622314453e+00,2.5057547092437744e+00,1.4009774780273438e+02
1.0755196380615234e+02,5.5978555679321289e+00,2.4228773117065430e+00,1.3664419555664062e+02
1.1005211639404297e+02,5.4562363624572754e+00,2.3435614109039307e+00,1.3335623168945312e+02
1.1255226898193359e+02,5.4848275184631348e+00,2.2547898292541504e+00,1.3091587829589844e+02
1.1505242156982422e+02,5.5480141639709473e+00,2.2128131389617920e+00,1.3016917419433594e+02
1.1755257415771484e+02,5.6101508140563965e+00,2.2101576328277588e+00,1.3047186279296875e+02
1.2005272674560547e+02,5.5162849426269531e+00,2.2364292144775391e+00,1.3095066833496094e+02
1.2255287933349609e+02,5.4038658142089844e+00,2.1976189613342285e+00,1.3033822631835938e+02
1.2505303192138672e+02,5.3125910758972168e+00,2.1608200073242188e+00,1.2887071228027344e+02
1.2755318450927734e+02,5.4328031539916992e+00,2.1465828418731689e+00,1.2792441558837891e+02
1.3005332946777344e+02,5.4774436950683594e+00,2.1651883125305176e+00,1.2858467102050781e+02
1.3255348205566406e+02,5.5096063613891602e+00,2.1912403106689453e+00,1.2910838317871094e+02
1.3505363464355469e+02,5.4758052825927734e+00,2.2301404476165771e+00,1.2951408386230469e+02
1.3755378723144531e+02,5.4436120986938477e+00,2.2109992504119873e+00,1.2895277404785156e+02
1.4005393981933594e+02,5.6076889038085938e+00,2.1814568042755127e+00,1.2947299194335938e+02
1.4255409240722656e+02,5.7315325736999512e+00,2.1476290225982666e+00,1.3136822509765625e+02
1.4505424499511719e+02,5.8739027976989746e+00,2.1481046676635742e+00,1.3367742919921875e+02
1.4755439758300781e+02,6.1875495910644531e+00,2.2048749923706055e+00,1.3686012268066406e+02
1.5000454711914062e+02,6.1875495910644531e+00,2.2048749923706055e+00,1.3686012268066406e+02
