kx_target,kx_selected,t_reference,phi_zonal_real,response_normalized,initial_level,initial_normalization,source_path
0.05,0.05000000074505806,0.10000000149011612,2.820939747125582e-07,1.0,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,10.10000228881836,3.7712724609443735e-07,1.3368851514064206,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,20.100040435791016,3.4943577346839313e-07,1.238721152496977,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,30.100078582763672,3.295729921671871e-07,1.168309222141338,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,40.09996032714844,2.6379423776956286e-07,0.9351289336766516,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,50.09980773925781,1.8765710168792593e-07,0.6652290318470665,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,60.09965515136719,1.1206168718830842e-07,0.39724948858795917,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,70.09950256347656,9.075943639654463e-08,0.3217347569689309,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,80.09934997558594,7.663395681512604e-09,0.027166109057526946,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,90.09919738769531,-4.1443920995861266e-08,-0.1469153002579756,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,100.09904479980469,-4.057735392982721e-08,-0.1438433910939566,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,110.09889221191406,-1.1322285969878652e-07,-0.40136574988585216,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,120.09873962402344,-4.487623544484099e-08,-0.15908257342457588,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,130.09873962402344,7.876696303211511e-08,0.27922242264257974,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,140.09934997558594,-5.692685969010961e-08,-0.20180104785334627,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,150.09996032714844,-4.5662351401220676e-07,-1.618692900043281,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,160.10057067871094,-5.53861845106373e-07,-1.9633948072472474,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,170.10118103027344,-2.7329991494389635e-07,-0.9688257795026547,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,180.10179138183594,-2.0522322860292982e-07,-0.7274995107997029,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,190.10240173339844,-1.5156968895149377e-07,-0.5373021139708385,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,200.10301208496094,4.8979161098097407e-08,0.17362710829965475,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,210.10362243652344,2.6858939641281594e-07,0.9521273777169369,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,220.10423278808594,3.511844623627722e-07,1.2449201111814396,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,230.10484313964844,3.259457340518029e-07,1.1554508896686921,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,240.10545349121094,4.41475396505438e-07,1.564994066091921,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,250.10606384277344,3.5351235084913284e-07,1.2531722849073503,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,260.1066589355469,2.514134420047503e-07,0.8912400282952869,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,270.1072692871094,4.024576919322379e-07,1.4266795040281355,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,280.1078796386719,6.27331173263099e-07,2.2238375488250783,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,290.1084899902344,7.767586095964872e-07,2.7535455529951367,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,300.1091003417969,7.521104043039726e-07,2.666169687141816,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,310.1097106933594,1.523248641125631e-07,0.5399791479693095,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,320.1103210449219,-2.9569601733700565e-07,-1.0482181253190799,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,330.1109313964844,-2.3485203363658682e-07,-0.8325311941734704,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,340.1115417480469,2.0023095973757405e-08,0.07098023271911459,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,350.1121520996094,-8.454604624043193e-08,-0.2997087985540307,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,360.1127624511719,-3.121802792853745e-07,-1.1066534817110965,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,370.1133728027344,-2.7707276169690725e-07,-0.9822002117529546,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,380.1139831542969,-2.214393969553853e-07,-0.7849844973861022,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,390.1145935058594,-3.71907318431707e-07,-1.3183809360361731,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,400.1152038574219,-2.4316883875378907e-07,-0.8620135860809073,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,410.1158142089844,4.187428335716566e-08,0.14844089952588949,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,420.1164245605469,1.0242068219165284e-08,0.03630729167328554,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,430.1170349121094,-2.88561446776303e-07,-1.0229266579349483,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,440.1176452636719,-1.467290294048488e-07,-0.5201423729604983,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,450.1182556152344,2.5988732988260773e-07,0.9212792657036434,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,460.1188659667969,4.2019542517545424e-07,1.489558313337304,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,470.1194763183594,4.5724415543472433e-07,1.6208930229744778,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,480.1200866699219,2.209258079869987e-07,0.7831638666232157,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,490.1206970214844,-4.108158802738862e-08,-0.14563085960715405,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,500.1213073730469,8.686651900020044e-08,0.3079346841374891,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,510.1219177246094,9.918724160940726e-08,0.35161063511007234,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,520.1200561523438,-4.234652142900863e-08,-0.15011494475257028,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,530.1176147460938,6.553798321487649e-08,0.2323267743724655,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,540.1151733398438,4.020850499545434e-07,1.4253585187852773,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,550.1127319335938,4.0120490819697215e-07,1.4222384884533,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,560.1102905273438,2.807958456574353e-07,0.9953982389859776,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,570.1078491210938,3.3748282390345715e-07,1.1963489267976668,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,580.1054077148438,3.0016546313130554e-07,1.0640619440282673,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,590.1029663085938,-1.68102298204532e-07,-0.5959088575919465,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,600.1005249023438,-3.8873630450234164e-07,-1.3780383111636734,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,610.0980834960938,-1.4873784636764514e-07,-0.5272634643090223,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,620.0956420898438,1.7896264242780565e-07,0.6344078869822052,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,630.0932006835938,2.5208737703170576e-07,0.8936290726825064,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,640.0907592773438,4.2721489158823994e-08,0.15144417459591394,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,650.0883178710938,-3.262977350039484e-07,-1.156698704169176,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,660.0858764648438,-2.670818451433154e-07,-0.9467832321319889,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,670.0834350585938,-2.0282781472793578e-07,-0.7190079651102393,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,680.0809936523438,-2.954513433473565e-07,-1.0473507760965433,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,690.0785522460938,-2.1362162894460064e-07,-0.7572711510845704,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,700.0761108398438,-6.288283686949995e-08,-0.22291449838152302,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,710.0736694335938,-1.6364986264371583e-07,-0.5801253387650981,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,720.0712280273438,-2.2530055032876697e-07,-0.7986719693617657,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,730.0687866210938,-4.30900500669104e-08,-0.1527506927817843,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,740.0663452148438,3.5586490469090944e-07,1.261511895294895,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,750.0639038085938,3.727673000450978e-07,1.3214295003107808,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,760.0614624023438,4.350422313610384e-08,0.15421890233718322,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,770.0590209960938,2.6252021461325046e-08,0.09306126260964895,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,780.0565795898438,3.6764535527025595e-07,1.3032726262404966,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,790.0541381835938,5.049338910734867e-07,1.7899492237932164,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,800.0516967773438,3.294122212752759e-07,1.1677393025176557,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,810.0492553710938,3.754242819656279e-07,1.3308482832650692,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,820.0468139648438,4.891255642929038e-07,1.7339100021235903,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,830.0443725585938,-2.6484938482532768e-08,-0.09388693434349245,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,840.0419311523438,-4.663655856007998e-07,-1.6532277446762436,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,850.0394897460938,-1.689631220451495e-07,-0.5989604074929844,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,860.0370483398438,-9.631967055186219e-09,-0.034144533093983256,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,870.0346069335938,2.499710773831953e-08,0.0886126964030002,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,880.0321655273438,-1.7516392973713392e-07,-0.6209417621046978,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,890.0297241210938,-4.468655604044143e-07,-1.584101754955069,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,900.0272827148438,-2.633133754048922e-07,-0.933424316039353,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,910.0248413085938,2.3627464667507242e-08,0.08375742406970099,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,920.0223999023438,-2.988120375251021e-07,-1.059264161276677,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,930.0199584960938,-5.919039523094728e-07,-2.0982509566629273,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,940.0175170898438,-3.668499372532991e-07,-1.3004529346190525,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,950.0150756835938,-1.1172833284805287e-07,-0.3960677747970311,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,960.0126342773438,-2.949639291250879e-07,-1.0456229326615136,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,970.0101928710938,3.071878086370979e-08,0.10889555827986375,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,980.0077514648438,5.998926238633005e-07,2.1265701420052157,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,990.0053100585938,4.7814699416028e-07,1.6949918715828356,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,990.1052856445312,2.995848732394703e-08,0.10620038004878857,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1000.1052856445312,6.111595222358724e-08,0.21665103725048296,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1010.1053466796875,3.457974195038282e-07,1.2258234861491855,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1020.1054077148438,4.55646873482372e-07,1.6152307894794877,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1030.105224609375,2.646265861735829e-07,0.9380795404908105,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1040.1051025390625,1.7837444625608525e-07,0.6323227798035788,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1050.10498046875,2.4231888282573937e-07,0.8590005620384202,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1060.1048583984375,3.909731768344884e-07,1.3859678400890112,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1070.1046142578125,1.068513300494649e-08,0.03787791999398139,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1080.1044921875,-3.912243695974707e-07,-1.3868582978282742,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1090.1043701171875,-2.3240603125342353e-07,-0.8238603163723558,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1100.104248046875,-1.3884390428262058e-07,-0.4921902512242477,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1110.10400390625,-3.6237063984097176e-07,-1.2845741927320926,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1120.10400390625,-4.339737628332087e-07,-1.5384013900878584,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1130.1046142578125,-1.7231754246358296e-07,-0.6108515527109972,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1140.105224609375,-8.013587342841694e-08,-0.28407509770484113,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1150.1058349609375,-3.295234578362788e-07,-1.168133627001602,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1160.1064453125,-5.337003031573885e-07,-1.8919237949027679,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1170.1070556640625,-2.4503313732587704e-07,-0.8686223715893097,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1180.107666015625,1.6638539056506698e-07,0.5898225608491166,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1190.1082763671875,3.5021439968236974e-08,0.12414813185542987,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1200.10888671875,-1.4474639358232074e-07,-0.513114091606569,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1210.1094970703125,1.2348360379270027e-07,0.4377392460031266,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1220.110107421875,4.075225077237712e-07,1.4446338605389193,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1230.1107177734375,3.12350095237683e-07,1.1072554653319147,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1240.111328125,1.302053949798804e-07,0.46156744436868663,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1250.1119384765625,1.9460513946104008e-07,0.689859255800605,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1260.112548828125,2.927640505685524e-07,1.0378245436360936,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1270.1131591796875,-6.46711707079005e-09,-0.0229253995140441,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1280.11376953125,-3.0480495644963644e-08,-0.10805085672610334,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1290.1143798828125,3.13979875570831e-07,1.1130329029209618,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1300.114990234375,6.418800266822096e-07,2.2754120407437206,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1310.1156005859375,6.459712648016635e-07,2.289915144270206,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1320.1162109375,5.8286089833487575e-08,0.20661940721307015,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1330.1168212890625,-2.787413652851568e-07,-0.9881152745966392,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1340.117431640625,1.3091285868864328e-07,0.4640753451825334,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
0.05,0.05000000074505806,1350.1180419921875,9.39713444269419e-09,0.033312070746174115,2.820939747125582e-07,line_first,tools_out/zonal_response/w7x_test4_line_gaussian_probe/w7x_test4_kx050.out.nc
