ky,mode_ky,gamma,omega,kperp_eff2,heat_flux_weight_total,particle_flux_weight_total,amplitude2,saturated_heat_flux_total,saturated_particle_flux_total
9.523809523809523281e-02,9.523809523809523281e-02,-7.017453759908676147e-02,-1.282843053340911865e-01,1.198347259849658411e-02,6.847856454430240047e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.904761904761904656e-01,1.904761904761904656e-01,4.429710656404495239e-02,-1.266780644655227661e-01,4.400400880544803189e-02,2.850705410766533054e-01,0.000000000000000000e+00,1.006660705843705594e+00,2.869693120954708854e-01,0.000000000000000000e+00
2.857142857142856984e-01,2.857142857142856984e-01,5.480079725384712219e-02,-2.599018439650535583e-02,8.981514343922981924e-02,6.434998693540622261e-01,0.000000000000000000e+00,6.101509740495610901e-01,3.926320720871463998e-01,0.000000000000000000e+00
3.809523809523809312e-01,3.809523809523809312e-01,1.046295687556266785e-01,6.089653447270393372e-02,1.453738529528070256e-01,8.664779991561391004e-01,0.000000000000000000e+00,7.197275619405421043e-01,6.236280978077670678e-01,0.000000000000000000e+00
4.761904761904761640e-01,4.761904761904761085e-01,1.303193420171737671e-01,1.205693855881690979e-01,2.199099008116474907e-01,9.907055888180220649e-01,0.000000000000000000e+00,5.926033413511112569e-01,5.870954422287799623e-01,0.000000000000000000e+00
