case_id,label,transport_kind,optimizer_method,gkx_weight,objective_initial,objective_final,objective_reduction_fraction,iota_final,iota_shortfall,qs_final,transport_metric_final,gate_passed,diagnostic_gate_passed,gate_blockers
qa_baseline_scipy,QA baseline scipy,nonlinear_window_heat_flux,scipy,0.05,1682.6412678151564,8.911810817152997e-06,0.9999999947036775,0.4102000063210299,0.0,8.911808800393997e-06,nan,True,True,
growth_from_strict_baseline,growth from strict QA,growth,scalar_trust,0.1,0.018258286623189304,0.0005337804397439096,0.9707650312014506,0.40997669004694615,2.3309953053829435e-05,0.0005097840112125825,0.06974835426425598,False,True,mean_iota
quasilinear_from_strict_baseline,QL flux from strict QA,quasilinear_flux,scalar_trust,0.1,0.018444942892736252,0.0007155621870566978,0.9612055081320696,0.4099789731090947,2.1026890905273543e-05,0.0006924652318489914,0.081787646664499,False,True,mean_iota
nonlinear_window_from_strict_baseline,NL-window from strict QA,nonlinear_window_heat_flux,scalar_trust,0.1,0.018178508010602126,0.0004615233544219823,0.9746115933082731,0.4099940357439537,5.964256046264715e-06,0.0004423338587686629,0.06364721463489577,False,True,mean_iota
