design_name,includes_nonlinear_heat_flux,aspect,mean_iota,iota_operating_floor_violation,qa_residual,helical_ripple_amplitude,growth_rate,quasilinear_heat_flux,nonlinear_heat_flux_mean,scalar_gradient_gate_passed,residual_gradient_gate_passed,observable_gradient_gate_passed,final_objective
qa_constraints,False,5.98131799697876,0.7492833733558655,0.002296146471053362,0.00022171673481352627,0.16232633590698242,0.02220888063311577,0.00034442293690517545,0.01606377772986889,True,True,True,0.002338334685191512
qa_plus_nonlinear_heat_flux,True,5.971946716308594,0.7588050961494446,0.0015225845854729414,0.00023550445621367544,0.16293159127235413,0.023204205557703972,0.0003812328213825822,0.014338850975036621,True,True,True,0.11854922026395798
